recorded_at,wave_height_m,wave_direction_deg,wave_period_s,sea_surface_temp_c,sea_level_height_msl_m
2023-01-10T02:00,1.14,70,5.5,26.7,0.86
2023-01-10T03:00,1.1,70,5.5,26.7,0.88
2023-01-10T04:00,1.08,69,5.45,26.6,0.82
2023-01-10T05:00,1.04,69,5.45,26.6,0.69
2023-01-10T06:00,1.02,69,5.45,26.6,0.51
2023-01-10T07:00,1.0,70,5.45,26.6,0.34
2023-01-10T08:00,0.98,70,5.45,26.6,0.22
2023-01-10T09:00,0.98,70,5.45,26.6,0.16
2023-01-10T10:00,0.96,71,5.5,26.7,0.18
2023-01-10T11:00,0.96,71,5.5,26.7,0.28
2023-01-10T12:00,0.98,71,5.45,26.7,0.41
2023-01-10T13:00,0.98,71,5.45,26.7,0.53
2023-01-10T14:00,1.0,71,5.4,26.8,0.64
2023-01-10T15:00,1.06,72,5.4,26.8,0.7
2023-01-10T16:00,1.1,74,5.4,26.9,0.69
2023-01-10T17:00,1.16,75,5.4,26.9,0.61
2023-01-10T18:00,1.16,75,5.45,26.9,0.49
2023-01-10T19:00,1.16,76,5.55,26.8,0.36
2023-01-10T20:00,1.16,76,5.65,26.8,0.27
2023-01-10T21:00,1.12,76,5.7,26.8,0.24
2023-01-10T22:00,1.1,76,5.8,26.7,0.29
2023-01-10T23:00,1.06,76,5.85,26.7,0.41
2023-01-11T00:00,1.04,75,5.9,26.6,0.55
2023-01-11T01:00,1.04,75,5.9,26.6,0.7
2023-01-11T02:00,1.02,74,5.95,26.5,0.81
2023-01-11T03:00,1.02,73,5.95,26.5,0.85
2023-01-11T04:00,1.0,71,5.95,26.4,0.83
2023-01-11T05:00,1.0,70,6.0,26.4,0.74
2023-01-11T06:00,1.0,72,6.1,26.4,0.58
2023-01-11T07:00,0.98,73,6.2,26.4,0.4
2023-01-11T08:00,0.98,75,6.35,26.4,0.27
2023-01-11T09:00,0.96,79,6.55,26.4,0.2
2023-01-11T10:00,0.96,84,6.75,26.5,0.19
2023-01-11T11:00,0.94,88,6.9,26.5,0.26
2023-01-11T12:00,0.94,89,6.9,26.5,0.39
2023-01-11T13:00,0.96,89,6.85,26.6,0.53
2023-01-11T14:00,0.96,90,6.75,26.6,0.65
2023-01-11T15:00,0.98,89,6.6,26.7,0.73
2023-01-11T16:00,1.02,89,6.45,26.7,0.74
2023-01-11T17:00,1.04,88,6.35,26.7,0.7
2023-01-11T18:00,1.06,89,6.3,26.7,0.61
2023-01-11T19:00,1.06,89,6.3,26.7,0.49
2023-01-11T20:00,1.08,90,6.3,26.7,0.38
2023-01-11T21:00,1.06,90,6.25,26.6,0.33
2023-01-11T22:00,1.06,90,6.25,26.6,0.35
2023-01-11T23:00,1.04,90,6.25,26.6,0.42
2023-01-12T00:00,1.04,91,6.35,26.5,0.55
2023-01-12T01:00,1.04,92,6.45,26.5,0.68
2023-01-12T02:00,1.04,93,6.55,26.5,0.79
2023-01-12T03:00,1.02,95,6.6,26.4,0.85
2023-01-12T04:00,1.0,96,6.65,26.4,0.84
2023-01-12T05:00,0.98,98,6.7,26.4,0.79
2023-01-12T06:00,0.98,100,6.85,26.4,0.67
2023-01-12T07:00,0.96,103,7.0,26.4,0.51
2023-01-12T08:00,0.96,105,7.2,26.4,0.36
2023-01-12T09:00,0.96,108,7.4,26.4,0.26
2023-01-12T10:00,0.96,110,7.65,26.4,0.24
2023-01-12T11:00,0.96,113,7.75,26.4,0.28
2023-01-12T12:00,0.96,111,7.65,26.5,0.37
2023-01-12T13:00,0.96,109,7.4,26.5,0.5
2023-01-12T14:00,0.96,107,7.15,26.6,0.64
2023-01-12T15:00,0.98,104,6.85,26.6,0.73
2023-01-12T16:00,1.0,101,6.45,26.7,0.77
2023-01-12T17:00,1.02,98,6.2,26.7,0.75
2023-01-12T18:00,1.02,97,6.05,26.7,0.69
2023-01-12T19:00,1.0,96,6.0,26.6,0.59
2023-01-12T20:00,1.0,95,6.0,26.6,0.49
2023-01-12T21:00,0.98,95,6.05,26.6,0.42
2023-01-12T22:00,0.98,96,6.1,26.5,0.41
2023-01-12T23:00,0.96,96,6.2,26.5,0.46
2023-01-13T00:00,0.94,98,6.35,26.4,0.56
2023-01-13T01:00,0.94,99,6.5,26.4,0.68
2023-01-13T02:00,0.92,101,6.65,26.4,0.78
2023-01-13T03:00,0.9,104,6.85,26.3,0.86
2023-01-13T04:00,0.9,107,7.0,26.3,0.88
2023-01-13T05:00,0.88,110,7.2,26.3,0.84
2023-01-13T06:00,0.86,113,7.4,26.3,0.75
2023-01-13T07:00,0.86,117,7.6,26.3,0.62
2023-01-13T08:00,0.84,120,7.6,26.3,0.48
2023-01-13T09:00,0.76,120,7.25,26.3,0.36
2023-01-13T10:00,0.66,120,6.75,26.3,0.3
2023-01-13T11:00,0.58,120,6.4,26.4,0.32
2023-01-13T12:00,0.64,116,6.4,26.4,0.4
2023-01-13T13:00,0.72,113,6.6,26.5,0.51
2023-01-13T14:00,0.78,109,6.65,26.5,0.64
2023-01-13T15:00,0.84,105,6.4,26.6,0.75
2023-01-13T16:00,0.9,100,6.05,26.6,0.81
2023-01-13T17:00,0.96,96,5.8,26.6,0.82
2023-01-13T18:00,0.96,94,5.7,26.6,0.78
2023-01-13T19:00,0.98,93,5.65,26.6,0.71
2023-01-13T20:00,0.98,91,5.65,26.6,0.62
2023-01-13T21:00,0.96,89,5.6,26.5,0.54
2023-01-13T22:00,0.96,88,5.5,26.5,0.5
2023-01-13T23:00,0.94,86,5.5,26.4,0.51
2023-01-14T00:00,0.92,87,5.6,26.4,0.56
2023-01-14T01:00,0.92,88,5.7,26.3,0.65
2023-01-14T02:00,0.9,89,5.85,26.3,0.74
2023-01-14T03:00,0.9,91,5.95,26.3,0.81
2023-01-14T04:00,0.88,92,6.0,26.2,0.83
2023-01-14T05:00,0.88,94,6.1,26.2,0.82
2023-01-14T06:00,0.88,96,6.2,26.2,0.75
2023-01-14T07:00,0.86,98,6.35,26.2,0.65
2023-01-14T08:00,0.86,100,6.5,26.2,0.54
2023-01-14T09:00,0.86,102,6.65,26.3,0.43
2023-01-14T10:00,0.84,105,6.8,26.3,0.36
2023-01-14T11:00,0.84,107,6.95,26.3,0.35
2023-01-14T12:00,0.84,108,7.05,26.4,0.4
2023-01-14T13:00,0.82,108,7.1,26.4,0.49
2023-01-14T14:00,0.82,109,7.05,26.5,0.6
2023-01-14T15:00,0.84,107,6.9,26.5,0.71
2023-01-14T16:00,0.84,105,6.65,26.6,0.79
2023-01-14T17:00,0.86,103,6.5,26.6,0.82
2023-01-14T18:00,0.86,102,6.45,26.6,0.81
2023-01-14T19:00,0.86,102,6.45,26.6,0.77
2023-01-14T20:00,0.86,101,6.45,26.5,0.71
2023-01-14T21:00,0.86,101,6.45,26.5,0.64
2023-01-14T22:00,0.84,100,6.45,26.5,0.57
2023-01-14T23:00,0.84,100,6.45,26.4,0.53
2023-01-15T00:00,0.84,100,6.45,26.4,0.54
2023-01-15T01:00,0.82,99,6.4,26.4,0.57
2023-01-15T02:00,0.82,99,6.35,26.3,0.63
2023-01-15T03:00,0.82,98,6.3,26.3,0.69
2023-01-15T04:00,0.82,98,6.2,26.3,0.73
2023-01-15T05:00,0.82,97,6.15,26.3,0.73
2023-01-15T06:00,0.8,97,6.1,26.3,0.69
2023-01-15T07:00,0.8,96,6.0,26.3,0.61
2023-01-15T08:00,0.78,96,6.0,26.3,0.53
2023-01-15T09:00,0.76,98,6.05,26.3,0.44
2023-01-15T10:00,0.74,99,6.1,26.3,0.37
2023-01-15T11:00,0.72,101,6.2,26.4,0.33
2023-01-15T12:00,0.72,101,6.25,26.4,0.34
2023-01-15T13:00,0.7,102,6.3,26.5,0.38
2023-01-15T14:00,0.7,102,6.35,26.5,0.48
2023-01-15T15:00,0.72,101,6.35,26.6,0.58
2023-01-15T16:00,0.76,100,6.35,26.7,0.66
2023-01-15T17:00,0.78,99,6.35,26.7,0.71
2023-01-15T18:00,0.78,98,6.25,26.7,0.73
2023-01-15T19:00,0.76,96,6.15,26.6,0.73
2023-01-15T20:00,0.76,95,6.1,26.6,0.69
2023-01-15T21:00,0.78,94,6.1,26.6,0.65
2023-01-15T22:00,0.8,93,6.1,26.5,0.6
2023-01-15T23:00,0.82,92,6.15,26.5,0.55
2023-01-16T00:00,0.82,92,6.15,26.4,0.51
2023-01-16T01:00,0.8,93,6.15,26.4,0.5
2023-01-16T02:00,0.8,93,6.2,26.4,0.52
2023-01-16T03:00,0.78,96,6.3,26.4,0.55
2023-01-16T04:00,0.78,98,6.4,26.3,0.58
2023-01-16T05:00,0.76,101,6.5,26.3,0.6
2023-01-16T06:00,0.74,104,6.6,26.3,0.58
2023-01-16T07:00,0.72,106,6.65,26.3,0.53
2023-01-16T08:00,0.7,109,6.7,26.3,0.48
2023-01-16T09:00,0.68,109,6.7,26.4,0.43
2023-01-16T10:00,0.68,108,6.65,26.4,0.38
2023-01-16T11:00,0.66,108,6.6,26.4,0.33
2023-01-16T12:00,0.68,104,6.45,26.5,0.31
2023-01-16T13:00,0.7,100,6.25,26.5,0.34
2023-01-16T14:00,0.72,96,6.1,26.6,0.4
2023-01-16T15:00,0.76,94,5.95,26.7,0.48
2023-01-16T16:00,0.8,92,5.8,26.7,0.56
2023-01-16T17:00,0.84,90,5.7,26.7,0.63
2023-01-16T18:00,0.86,89,5.7,26.7,0.69
2023-01-16T19:00,0.88,89,5.7,26.7,0.72
2023-01-16T20:00,0.9,88,5.75,26.7,0.73
2023-01-16T21:00,0.9,87,5.75,26.6,0.73
2023-01-16T22:00,0.9,85,5.7,26.6,0.72
2023-01-16T23:00,0.9,84,5.7,26.6,0.68
2023-01-17T00:00,0.9,84,5.7,26.5,0.63
2023-01-17T01:00,0.88,83,5.7,26.5,0.6
2023-01-17T02:00,0.88,83,5.75,26.5,0.58
2023-01-17T03:00,0.86,84,5.85,26.5,0.57
2023-01-17T04:00,0.84,86,5.95,26.4,0.57
2023-01-17T05:00,0.82,87,6.05,26.4,0.58
2023-01-17T06:00,0.8,89,6.2,26.4,0.57
2023-01-17T07:00,0.78,92,6.3,26.4,0.56
2023-01-17T08:00,0.76,94,6.45,26.4,0.53
2023-01-17T09:00,0.74,97,6.55,26.5,0.5
2023-01-17T10:00,0.74,99,6.65,26.5,0.48
2023-01-17T11:00,0.72,102,6.7,26.5,0.46
2023-01-17T12:00,0.72,103,6.7,26.6,0.42
2023-01-17T13:00,0.7,103,6.65,26.6,0.4
2023-01-17T14:00,0.7,104,6.55,26.7,0.42
2023-01-17T15:00,0.74,101,6.4,26.8,0.46
2023-01-17T16:00,0.78,97,6.2,26.8,0.52
2023-01-17T17:00,0.82,94,6.05,26.8,0.57
2023-01-17T18:00,0.84,93,6.0,26.8,0.63
2023-01-17T19:00,0.88,92,6.0,26.8,0.7
2023-01-17T20:00,0.9,91,6.0,26.8,0.76
2023-01-17T21:00,0.92,90,6.0,26.7,0.8
2023-01-17T22:00,0.92,90,5.95,26.7,0.83
2023-01-17T23:00,0.94,89,5.95,26.7,0.83
2023-01-18T00:00,0.94,89,5.95,26.6,0.78
2023-01-18T01:00,0.96,90,5.95,26.6,0.71
2023-01-18T02:00,0.96,90,5.95,26.6,0.65
2023-01-18T03:00,0.94,91,5.95,26.6,0.6
2023-01-18T04:00,0.94,91,5.95,26.5,0.56
2023-01-18T05:00,0.92,92,5.95,26.5,0.53
2023-01-18T06:00,0.92,92,5.95,26.5,0.51
2023-01-18T07:00,0.92,92,5.95,26.5,0.5
2023-01-18T08:00,0.92,92,6.0,26.5,0.5
2023-01-18T09:00,0.92,92,6.05,26.5,0.51
2023-01-18T10:00,0.94,92,6.15,26.6,0.53
2023-01-18T11:00,0.94,92,6.15,26.6,0.54
2023-01-18T12:00,0.98,89,6.05,26.6,0.53
2023-01-18T13:00,1.0,87,5.85,26.7,0.5
2023-01-18T14:00,1.04,84,5.7,26.7,0.49
2023-01-18T15:00,1.1,83,5.6,26.8,0.48
2023-01-18T16:00,1.18,81,5.5,26.8,0.49
2023-01-18T17:00,1.24,80,5.45,26.8,0.51
2023-01-18T18:00,1.26,80,5.45,26.8,0.56
2023-01-18T19:00,1.26,79,5.5,26.8,0.63
2023-01-18T20:00,1.28,79,5.55,26.7,0.7
2023-01-18T21:00,1.28,79,5.6,26.7,0.78
2023-01-18T22:00,1.26,80,5.6,26.6,0.84
2023-01-18T23:00,1.26,80,5.65,26.6,0.86
2023-01-19T00:00,1.22,82,5.7,26.5,0.84
2023-01-19T01:00,1.2,83,5.8,26.5,0.78
2023-01-19T02:00,1.16,85,5.85,26.5,0.69
2023-01-19T03:00,1.12,87,5.95,26.4,0.6
2023-01-19T04:00,1.08,89,6.05,26.4,0.51
2023-01-19T05:00,1.04,91,6.1,26.4,0.43
2023-01-19T06:00,1.02,92,6.15,26.4,0.38
2023-01-19T07:00,0.98,93,6.15,26.4,0.36
2023-01-19T08:00,0.96,94,6.15,26.4,0.37
2023-01-19T09:00,0.96,93,6.15,26.4,0.41
2023-01-19T10:00,0.96,91,6.1,26.4,0.46
2023-01-19T11:00,0.96,90,6.05,26.4,0.5
2023-01-19T12:00,0.94,88,5.9,26.5,0.51
2023-01-19T13:00,0.9,87,5.7,26.5,0.49
2023-01-19T14:00,0.88,85,5.55,26.5,0.46
2023-01-19T15:00,0.94,84,5.45,26.6,0.41
2023-01-19T16:00,1.0,82,5.4,26.6,0.36
2023-01-19T17:00,1.06,81,5.4,26.6,0.34
2023-01-19T18:00,1.1,81,5.45,26.6,0.37
2023-01-19T19:00,1.14,80,5.5,26.6,0.44
2023-01-19T20:00,1.18,80,5.55,26.5,0.52
2023-01-19T21:00,1.22,79,5.6,26.5,0.64
2023-01-19T22:00,1.28,79,5.6,26.4,0.76
2023-01-19T23:00,1.32,78,5.65,26.4,0.84
2023-01-20T00:00,1.28,78,5.7,26.3,0.87
2023-01-20T01:00,1.24,79,5.8,26.3,0.84
2023-01-20T02:00,1.2,79,5.85,26.3,0.76
2023-01-20T03:00,1.14,81,5.9,26.2,0.64
2023-01-20T04:00,1.1,82,5.95,26.2,0.52
2023-01-20T05:00,1.04,84,6.0,26.2,0.41
2023-01-20T06:00,1.0,85,6.05,26.2,0.31
2023-01-20T07:00,0.98,85,6.05,26.2,0.26
2023-01-20T08:00,0.94,86,6.05,26.2,0.26
2023-01-20T09:00,0.92,85,6.05,26.2,0.32
2023-01-20T10:00,0.9,83,6.0,26.2,0.41
2023-01-20T11:00,0.88,82,5.95,26.3,0.49
2023-01-20T12:00,0.9,79,5.9,26.3,0.54
2023-01-20T13:00,0.9,76,5.8,26.4,0.56
2023-01-20T14:00,0.92,73,5.7,26.4,0.53
2023-01-20T15:00,0.96,73,5.6,26.5,0.46
2023-01-20T16:00,1.02,74,5.5,26.5,0.37
2023-01-20T17:00,1.06,74,5.45,26.5,0.32
2023-01-20T18:00,1.08,74,5.45,26.5,0.29
2023-01-20T19:00,1.1,75,5.55,26.5,0.31
2023-01-20T20:00,1.12,75,5.6,26.5,0.39
2023-01-20T21:00,1.12,76,5.7,26.4,0.52
2023-01-20T22:00,1.1,77,5.75,26.4,0.68
