recorded_at,aqi,aqi_category,pm25,pm10,no2,so2,co,o3,nh3,temperature,humidity,wind_speed,wind_direction,pressure
2025-01-01T23:00,76,Moderate,21.7,24.7,1.7,1.4,302.0,94.0,,,,,,
2025-01-02T00:00,76,Moderate,22.5,25.7,1.8,1.5,309.0,93.0,,,,,,
2025-01-02T01:00,76,Moderate,23.2,26.3,1.9,1.7,315.0,92.0,,,,,,
2025-01-02T02:00,76,Moderate,23.9,27.1,2.0,2.1,321.0,91.0,,,,,,
2025-01-02T03:00,76,Moderate,24.8,28.0,2.1,2.8,326.0,90.0,,,,,,
2025-01-02T04:00,76,Moderate,26.0,29.2,2.3,3.6,330.0,88.0,,,,,,
2025-01-02T05:00,76,Moderate,25.3,28.6,2.8,4.4,337.0,82.0,,,,,,
2025-01-02T06:00,76,Moderate,26.5,29.9,3.2,5.5,353.0,82.0,,,,,,
2025-01-02T07:00,76,Moderate,27.9,31.3,3.8,6.9,372.0,82.0,,,,,,
2025-01-02T08:00,76,Moderate,30.2,33.6,3.9,7.6,381.0,86.0,,,,,,
2025-01-02T09:00,76,Moderate,32.6,36.4,3.2,6.8,372.0,96.0,,,,,,
2025-01-02T10:00,76,Moderate,33.1,37.4,2.1,5.2,353.0,109.0,,,,,,
2025-01-02T11:00,77,Moderate,31.8,36.1,1.2,3.7,332.0,119.0,,,,,,
2025-01-02T12:00,77,Moderate,31.0,35.4,0.8,2.7,308.0,122.0,,,,,,
2025-01-02T13:00,78,Moderate,30.6,35.3,0.6,1.8,282.0,121.0,,,,,,
2025-01-02T14:00,78,Moderate,29.7,34.7,0.5,1.1,260.0,120.0,,,,,,
2025-01-02T15:00,79,Moderate,29.3,34.5,0.5,0.7,245.0,118.0,,,,,,
2025-01-02T16:00,80,Moderate,28.9,34.5,0.6,0.6,234.0,115.0,,,,,,
2025-01-02T17:00,81,Moderate,30.3,36.3,0.9,0.6,229.0,111.0,,,,,,
2025-01-02T18:00,82,Moderate,29.7,35.9,0.9,0.7,230.0,111.0,,,,,,
2025-01-02T19:00,83,Moderate,29.5,36.0,0.9,0.7,235.0,112.0,,,,,,
2025-01-02T20:00,84,Moderate,29.1,36.0,1.0,0.9,243.0,112.0,,,,,,
2025-01-02T21:00,85,Moderate,29.1,36.2,1.1,1.2,253.0,112.0,,,,,,
2025-01-02T22:00,85,Moderate,29.3,36.6,1.2,1.5,264.0,111.0,,,,,,
2025-01-02T23:00,86,Moderate,29.6,36.8,1.3,1.9,274.0,110.0,,,,,,
2025-01-03T00:00,87,Moderate,29.9,36.8,1.4,2.2,280.0,109.0,,,,,,
2025-01-03T01:00,87,Moderate,30.2,36.3,1.6,2.6,284.0,107.0,,,,,,
2025-01-03T02:00,88,Moderate,30.3,35.6,1.7,2.9,289.0,106.0,,,,,,
2025-01-03T03:00,88,Moderate,30.4,35.0,1.7,3.1,296.0,105.0,,,,,,
2025-01-03T04:00,89,Moderate,30.4,34.7,1.7,3.4,305.0,105.0,,,,,,
2025-01-03T05:00,89,Moderate,30.3,34.5,2.0,4.4,314.0,102.0,,,,,,
2025-01-03T06:00,90,Moderate,31.1,35.2,2.4,5.6,327.0,103.0,,,,,,
2025-01-03T07:00,90,Moderate,32.1,35.7,2.8,7.3,340.0,106.0,,,,,,
2025-01-03T08:00,90,Moderate,33.2,36.8,3.0,8.4,345.0,110.0,,,,,,
2025-01-03T09:00,91,Moderate,34.0,37.5,2.7,8.4,333.0,117.0,,,,,,
2025-01-03T10:00,91,Moderate,34.7,38.2,2.0,7.9,312.0,127.0,,,,,,
2025-01-03T11:00,91,Moderate,34.9,38.8,1.5,7.1,295.0,134.0,,,,,,
2025-01-03T12:00,91,Moderate,35.4,39.2,1.2,6.1,286.0,138.0,,,,,,
2025-01-03T13:00,91,Moderate,34.7,38.5,1.0,4.9,280.0,140.0,,,,,,
2025-01-03T14:00,92,Moderate,34.5,38.1,0.9,3.9,279.0,140.0,,,,,,
2025-01-03T15:00,92,Moderate,34.0,37.6,0.9,3.3,287.0,139.0,,,,,,
2025-01-03T16:00,92,Moderate,33.5,37.0,1.1,2.8,301.0,135.0,,,,,,
2025-01-03T17:00,94,Moderate,33.8,36.8,1.2,2.2,307.0,130.0,,,,,,
2025-01-03T18:00,97,Moderate,34.0,37.1,1.2,1.9,298.0,127.0,,,,,,
2025-01-03T19:00,97,Moderate,33.6,36.7,1.2,1.5,282.0,122.0,,,,,,
2025-01-03T20:00,94,Moderate,34.0,36.9,1.2,1.3,274.0,118.0,,,,,,
2025-01-03T21:00,94,Moderate,34.2,37.0,1.3,1.4,282.0,116.0,,,,,,
2025-01-03T22:00,95,Moderate,35.0,38.0,1.3,1.7,298.0,115.0,,,,,,
2025-01-03T23:00,95,Moderate,35.9,38.8,1.4,2.1,310.0,114.0,,,,,,
2025-01-04T00:00,95,Moderate,36.7,39.5,1.5,2.5,313.0,113.0,,,,,,
2025-01-04T01:00,96,Moderate,37.1,40.0,1.5,2.9,313.0,113.0,,,,,,
2025-01-04T02:00,97,Moderate,36.7,39.6,1.6,3.3,315.0,112.0,,,,,,
2025-01-04T03:00,97,Moderate,36.6,39.7,1.5,3.6,321.0,111.0,,,,,,
2025-01-04T04:00,98,Moderate,36.1,39.6,1.5,4.0,329.0,110.0,,,,,,
2025-01-04T05:00,98,Moderate,35.2,38.3,1.9,4.7,338.0,105.0,,,,,,
2025-01-04T06:00,98,Moderate,34.3,38.0,2.2,5.7,351.0,104.0,,,,,,
2025-01-04T07:00,99,Moderate,33.2,37.4,2.6,7.0,364.0,104.0,,,,,,
2025-01-04T08:00,99,Moderate,32.9,37.7,2.7,7.8,365.0,106.0,,,,,,
2025-01-04T09:00,99,Moderate,33.5,39.2,2.3,7.7,343.0,113.0,,,,,,
2025-01-04T10:00,99,Moderate,33.2,39.1,1.6,7.1,308.0,122.0,,,,,,
2025-01-04T11:00,99,Moderate,29.7,35.7,1.1,6.3,278.0,129.0,,,,,,
2025-01-04T12:00,98,Moderate,27.8,33.9,0.9,5.3,258.0,132.0,,,,,,
2025-01-04T13:00,98,Moderate,27.1,33.4,0.7,4.2,244.0,133.0,,,,,,
2025-01-04T14:00,97,Moderate,26.3,32.6,0.7,3.2,234.0,133.0,,,,,,
2025-01-04T15:00,96,Moderate,25.2,31.3,0.8,2.5,233.0,132.0,,,,,,
2025-01-04T16:00,96,Moderate,24.2,30.3,0.9,2.0,238.0,131.0,,,,,,
2025-01-04T17:00,95,Moderate,25.8,32.2,1.1,1.9,238.0,126.0,,,,,,
2025-01-04T18:00,94,Moderate,25.3,31.8,1.1,1.7,225.0,124.0,,,,,,
2025-01-04T19:00,94,Moderate,25.3,32.5,1.2,1.4,206.0,121.0,,,,,,
2025-01-04T20:00,93,Moderate,24.3,31.5,1.2,1.1,196.0,117.0,,,,,,
2025-01-04T21:00,92,Moderate,22.9,30.3,1.1,0.8,201.0,112.0,,,,,,
2025-01-04T22:00,91,Moderate,21.5,28.8,1.1,0.5,213.0,107.0,,,,,,
2025-01-04T23:00,90,Moderate,20.1,27.3,1.0,0.3,225.0,102.0,,,,,,
2025-01-05T00:00,89,Moderate,19.1,26.2,1.0,0.3,232.0,98.0,,,,,,
2025-01-05T01:00,88,Moderate,18.2,25.3,1.0,0.3,237.0,95.0,,,,,,
2025-01-05T02:00,86,Moderate,17.6,24.7,1.0,0.4,245.0,93.0,,,,,,
2025-01-05T03:00,85,Moderate,17.1,24.0,1.0,0.5,258.0,91.0,,,,,,
2025-01-05T04:00,83,Moderate,16.7,23.5,1.1,0.6,272.0,90.0,,,,,,
2025-01-05T05:00,81,Moderate,16.6,23.6,1.8,1.5,285.0,85.0,,,,,,
2025-01-05T06:00,80,Moderate,16.6,23.5,2.2,2.0,296.0,84.0,,,,,,
2025-01-05T07:00,79,Moderate,16.5,23.4,2.6,2.7,305.0,84.0,,,,,,
2025-01-05T08:00,77,Moderate,16.8,23.8,2.8,3.4,304.0,86.0,,,,,,
2025-01-05T09:00,76,Moderate,17.5,25.0,2.4,4.0,285.0,92.0,,,,,,
2025-01-05T10:00,75,Moderate,18.3,26.4,1.7,4.5,255.0,101.0,,,,,,
2025-01-05T11:00,74,Moderate,18.9,26.8,1.2,4.7,232.0,108.0,,,,,,
2025-01-05T12:00,73,Moderate,19.1,26.4,0.9,4.3,221.0,112.0,,,,,,
2025-01-05T13:00,72,Moderate,19.1,25.8,0.8,3.6,217.0,115.0,,,,,,
2025-01-05T14:00,71,Moderate,18.7,24.7,0.7,2.9,214.0,117.0,,,,,,
2025-01-05T15:00,71,Moderate,18.0,23.2,0.8,2.3,213.0,117.0,,,,,,
2025-01-05T16:00,70,Moderate,17.5,22.3,1.0,1.8,213.0,116.0,,,,,,
2025-01-05T17:00,70,Moderate,21.5,27.1,1.1,2.6,211.0,109.0,,,,,,
2025-01-05T18:00,69,Moderate,20.0,25.2,1.2,2.3,205.0,109.0,,,,,,
2025-01-05T19:00,69,Moderate,18.9,24.2,1.3,1.8,197.0,108.0,,,,,,
2025-01-05T20:00,69,Moderate,18.1,23.6,1.3,1.4,191.0,107.0,,,,,,
2025-01-05T21:00,68,Moderate,16.9,22.2,1.2,1.1,188.0,106.0,,,,,,
2025-01-05T22:00,68,Moderate,16.2,21.5,1.0,0.7,186.0,104.0,,,,,,
2025-01-05T23:00,67,Moderate,15.9,21.0,0.8,0.6,189.0,102.0,,,,,,
2025-01-06T00:00,67,Moderate,15.8,20.9,0.7,0.7,198.0,101.0,,,,,,
2025-01-06T01:00,67,Moderate,15.7,20.5,0.7,1.0,211.0,99.0,,,,,,
2025-01-06T02:00,66,Moderate,15.3,20.0,0.8,1.2,226.0,97.0,,,,,,
2025-01-06T03:00,66,Moderate,15.0,19.7,0.9,1.0,242.0,94.0,,,,,,
2025-01-06T04:00,66,Moderate,14.8,19.7,1.0,0.7,260.0,90.0,,,,,,
2025-01-06T05:00,66,Moderate,13.9,18.5,2.3,1.0,277.0,75.0,,,,,,
2025-01-06T06:00,66,Moderate,14.5,19.6,2.8,1.7,297.0,73.0,,,,,,
2025-01-06T07:00,65,Moderate,15.5,21.1,3.5,2.6,316.0,70.0,,,,,,
2025-01-06T08:00,65,Moderate,16.8,22.8,3.7,3.3,319.0,72.0,,,,,,
2025-01-06T09:00,65,Moderate,17.9,24.3,3.1,3.5,291.0,81.0,,,,,,
2025-01-06T10:00,65,Moderate,17.8,24.0,2.0,3.4,247.0,95.0,,,,,,
2025-01-06T11:00,65,Moderate,16.9,21.6,1.1,3.2,214.0,105.0,,,,,,
2025-01-06T12:00,65,Moderate,17.2,21.3,0.7,2.9,203.0,110.0,,,,,,
2025-01-06T13:00,65,Moderate,15.7,19.1,0.6,2.6,203.0,111.0,,,,,,
2025-01-06T14:00,65,Moderate,14.0,17.4,0.6,2.2,204.0,111.0,,,,,,
2025-01-06T15:00,64,Moderate,12.5,15.7,0.6,1.8,204.0,109.0,,,,,,
2025-01-06T16:00,64,Moderate,11.3,14.3,0.8,1.5,205.0,105.0,,,,,,
2025-01-06T17:00,64,Moderate,18.3,22.2,0.9,2.0,204.0,99.0,,,,,,
2025-01-06T18:00,63,Moderate,16.8,20.9,1.0,1.8,198.0,97.0,,,,,,
2025-01-06T19:00,63,Moderate,15.8,19.8,1.2,1.5,191.0,94.0,,,,,,
2025-01-06T20:00,63,Moderate,15.5,19.5,1.3,1.3,188.0,93.0,,,,,,
2025-01-06T21:00,63,Moderate,16.2,20.2,1.4,1.5,194.0,96.0,,,,,,
2025-01-06T22:00,63,Moderate,17.8,21.7,1.4,1.8,205.0,101.0,,,,,,
2025-01-06T23:00,63,Moderate,19.5,23.5,1.4,2.0,218.0,104.0,,,,,,
2025-01-07T00:00,63,Moderate,20.9,25.0,1.5,2.0,232.0,104.0,,,,,,
2025-01-07T01:00,63,Moderate,21.8,25.9,1.5,1.9,248.0,102.0,,,,,,
2025-01-07T02:00,64,Moderate,22.6,26.7,1.6,1.9,269.0,99.0,,,,,,
2025-01-07T03:00,64,Moderate,23.9,28.1,1.6,2.0,302.0,95.0,,,,,,
2025-01-07T04:00,65,Moderate,24.9,29.0,1.6,2.1,339.0,91.0,,,,,,
2025-01-07T05:00,66,Moderate,23.9,27.5,1.7,1.7,363.0,86.0,,,,,,
2025-01-07T06:00,67,Moderate,23.6,26.7,1.9,1.7,365.0,83.0,,,,,,
2025-01-07T07:00,67,Moderate,23.4,26.4,2.2,1.7,354.0,80.0,,,,,,
2025-01-07T08:00,68,Moderate,23.1,25.9,2.3,2.1,338.0,80.0,,,,,,
2025-01-07T09:00,68,Moderate,21.8,24.7,2.0,3.3,318.0,85.0,,,,,,
2025-01-07T10:00,69,Moderate,20.8,23.5,1.6,4.7,294.0,93.0,,,,,,
2025-01-07T11:00,69,Moderate,19.7,22.0,1.2,5.4,273.0,100.0,,,,,,
2025-01-07T12:00,69,Moderate,17.2,19.2,0.9,4.5,256.0,103.0,,,,,,
2025-01-07T13:00,69,Moderate,14.1,15.7,0.7,2.8,241.0,104.0,,,,,,
2025-01-07T14:00,69,Moderate,11.5,12.8,0.6,1.4,231.0,105.0,,,,,,
2025-01-07T15:00,69,Moderate,10.1,11.4,0.6,0.9,226.0,106.0,,,,,,
2025-01-07T16:00,69,Moderate,10.1,11.7,0.8,0.8,226.0,107.0,,,,,,
2025-01-07T17:00,69,Moderate,13.7,16.1,1.0,0.6,226.0,98.0,,,,,,
2025-01-07T18:00,68,Moderate,13.9,16.3,1.1,0.5,226.0,97.0,,,,,,
2025-01-07T19:00,68,Moderate,14.2,16.7,1.3,0.4,226.0,97.0,,,,,,
2025-01-07T20:00,68,Moderate,14.3,17.1,1.5,0.4,226.0,95.0,,,,,,
2025-01-07T21:00,68,Moderate,14.3,17.2,1.6,0.5,223.0,92.0,,,,,,
2025-01-07T22:00,68,Moderate,14.3,17.2,1.7,0.6,221.0,89.0,,,,,,
2025-01-07T23:00,67,Moderate,14.7,17.6,1.7,0.7,223.0,86.0,,,,,,
2025-01-08T00:00,67,Moderate,15.1,18.1,1.7,0.8,235.0,84.0,,,,,,
2025-01-08T01:00,67,Moderate,16.4,19.5,1.7,0.9,251.0,82.0,,,,,,
2025-01-08T02:00,66,Moderate,15.8,19.0,1.7,1.0,267.0,80.0,,,,,,
2025-01-08T03:00,66,Moderate,15.9,19.3,1.7,1.1,280.0,79.0,,,,,,
2025-01-08T04:00,65,Moderate,16.3,19.7,1.7,1.2,291.0,78.0,,,,,,
2025-01-08T05:00,64,Moderate,15.3,18.5,1.8,1.1,300.0,76.0,,,,,,
2025-01-08T06:00,64,Moderate,15.4,18.4,2.1,1.2,308.0,75.0,,,,,,
2025-01-08T07:00,63,Moderate,15.5,18.2,2.4,1.4,313.0,74.0,,,,,,
2025-01-08T08:00,62,Moderate,15.8,18.4,2.5,1.5,312.0,76.0,,,,,,
2025-01-08T09:00,62,Moderate,15.7,18.3,2.1,1.4,299.0,82.0,,,,,,
2025-01-08T10:00,61,Moderate,15.2,17.7,1.4,1.3,279.0,90.0,,,,,,
2025-01-08T11:00,61,Moderate,15.0,17.5,0.9,1.2,262.0,97.0,,,,,,
2025-01-08T12:00,61,Moderate,15.0,17.3,0.7,1.1,251.0,101.0,,,,,,
2025-01-08T13:00,60,Moderate,15.3,17.5,0.6,1.1,242.0,105.0,,,,,,
2025-01-08T14:00,60,Moderate,16.0,18.3,0.6,1.2,238.0,109.0,,,,,,
2025-01-08T15:00,61,Moderate,16.6,18.6,0.7,1.5,241.0,116.0,,,,,,
2025-01-08T16:00,61,Moderate,17.0,18.6,1.0,1.9,248.0,123.0,,,,,,
2025-01-08T17:00,62,Moderate,27.5,30.2,1.1,2.3,254.0,126.0,,,,,,
2025-01-08T18:00,63,Moderate,27.3,29.6,1.3,2.7,255.0,128.0,,,,,,
2025-01-08T19:00,64,Moderate,27.7,29.7,1.6,3.3,255.0,131.0,,,,,,
2025-01-08T20:00,66,Moderate,29.0,30.9,1.8,3.9,257.0,133.0,,,,,,
2025-01-08T21:00,73,Moderate,31.4,33.2,1.9,4.7,261.0,133.0,,,,,,
2025-01-08T22:00,79,Moderate,33.8,35.6,1.9,5.6,267.0,132.0,,,,,,
2025-01-08T23:00,84,Moderate,34.8,36.7,1.9,6.0,274.0,129.0,,,,,,
2025-01-09T00:00,87,Moderate,34.2,36.3,1.8,5.4,282.0,123.0,,,,,,
2025-01-09T01:00,87,Moderate,32.6,34.8,1.6,4.2,292.0,116.0,,,,,,
2025-01-09T02:00,85,Moderate,30.5,32.9,1.5,3.5,302.0,109.0,,,,,,
2025-01-09T03:00,81,Moderate,28.2,30.6,1.6,3.5,312.0,103.0,,,,,,
2025-01-09T04:00,76,Moderate,26.4,28.8,1.7,3.9,322.0,98.0,,,,,,
2025-01-09T05:00,76,Moderate,23.6,26.0,1.4,2.4,332.0,98.0,,,,,,
2025-01-09T06:00,77,Moderate,23.0,25.3,1.9,3.3,347.0,97.0,,,,,,
2025-01-09T07:00,78,Moderate,22.9,25.1,2.5,4.5,363.0,96.0,,,,,,
2025-01-09T08:00,78,Moderate,23.3,25.6,2.8,5.2,365.0,97.0,,,,,,
2025-01-09T09:00,79,Moderate,23.9,26.2,2.4,4.9,342.0,104.0,,,,,,
2025-01-09T10:00,79,Moderate,24.2,26.6,1.6,4.2,306.0,114.0,,,,,,
2025-01-09T11:00,80,Moderate,23.3,25.7,1.0,3.4,278.0,121.0,,,,,,
2025-01-09T12:00,81,Moderate,22.6,24.9,0.7,2.8,269.0,123.0,,,,,,
2025-01-09T13:00,81,Moderate,22.1,24.2,0.6,2.2,269.0,122.0,,,,,,
2025-01-09T14:00,82,Moderate,21.5,23.6,0.6,1.7,266.0,120.0,,,,,,
2025-01-09T15:00,82,Moderate,20.8,22.9,0.7,1.4,254.0,118.0,,,,,,
2025-01-09T16:00,83,Moderate,20.4,22.4,1.0,1.3,240.0,116.0,,,,,,
2025-01-09T17:00,83,Moderate,24.8,27.0,1.3,1.8,233.0,114.0,,,,,,
2025-01-09T18:00,83,Moderate,25.8,28.0,1.4,2.0,239.0,113.0,,,,,,
2025-01-09T19:00,83,Moderate,26.8,29.2,1.6,2.2,253.0,111.0,,,,,,
2025-01-09T20:00,83,Moderate,28.0,30.6,1.8,2.5,267.0,109.0,,,,,,
2025-01-09T21:00,82,Moderate,29.2,32.0,2.0,2.7,280.0,106.0,,,,,,
2025-01-09T22:00,82,Moderate,29.0,31.9,2.2,3.0,293.0,101.0,,,,,,
2025-01-09T23:00,82,Moderate,29.5,32.4,2.4,3.4,306.0,98.0,,,,,,
2025-01-10T00:00,81,Moderate,30.4,33.3,2.5,4.2,318.0,96.0,,,,,,
2025-01-10T01:00,81,Moderate,30.6,33.4,2.6,5.2,330.0,95.0,,,,,,
2025-01-10T02:00,81,Moderate,30.5,33.1,2.7,6.2,339.0,94.0,,,,,,
2025-01-10T03:00,81,Moderate,29.8,32.2,2.6,7.1,344.0,93.0,,,,,,
2025-01-10T04:00,81,Moderate,29.1,31.4,2.5,8.1,347.0,93.0,,,,,,
2025-01-10T05:00,81,Moderate,29.5,32.0,2.7,7.4,350.0,89.0,,,,,,
2025-01-10T06:00,82,Moderate,29.1,31.7,3.1,8.4,355.0,89.0,,,,,,
2025-01-10T07:00,82,Moderate,28.8,31.3,3.7,9.7,359.0,90.0,,,,,,
2025-01-10T08:00,83,Moderate,28.1,30.6,3.8,10.0,357.0,92.0,,,,,,
2025-01-10T09:00,83,Moderate,26.8,29.3,3.2,8.6,343.0,98.0,,,,,,
2025-01-10T10:00,83,Moderate,25.6,28.1,2.2,6.3,321.0,105.0,,,,,,
2025-01-10T11:00,83,Moderate,23.1,25.9,1.4,4.3,302.0,110.0,,,,,,
2025-01-10T12:00,83,Moderate,18.5,20.6,1.0,2.9,287.0,111.0,,,,,,
2025-01-10T13:00,83,Moderate,15.2,17.4,0.7,1.7,275.0,110.0,,,,,,
2025-01-10T14:00,83,Moderate,12.0,14.0,0.6,0.8,265.0,108.0,,,,,,
2025-01-10T15:00,82,Moderate,10.3,12.7,0.6,0.4,258.0,104.0,,,,,,
2025-01-10T16:00,81,Moderate,8.8,11.1,0.7,0.2,254.0,99.0,,,,,,
2025-01-10T17:00,80,Moderate,10.8,13.0,1.2,0.7,252.0,100.0,,,,,,
2025-01-10T18:00,79,Moderate,9.9,12.1,1.6,0.8,251.0,98.0,,,,,,
2025-01-10T19:00,78,Moderate,10.0,12.2,2.1,1.1,252.0,96.0,,,,,,
2025-01-10T20:00,76,Moderate,10.9,13.0,2.6,1.6,257.0,93.0,,,,,,
2025-01-10T21:00,75,Moderate,12.7,14.8,3.2,2.5,268.0,91.0,,,,,,
2025-01-10T22:00,74,Moderate,13.7,15.4,3.7,3.6,283.0,89.0,,,,,,
2025-01-10T23:00,73,Moderate,15.6,17.2,4.2,4.9,294.0,87.0,,,,,,
2025-01-11T00:00,72,Moderate,16.6,17.8,4.5,6.7,295.0,85.0,,,,,,
2025-01-11T01:00,70,Moderate,18.5,19.8,4.7,8.6,292.0,82.0,,,,,,
2025-01-11T02:00,69,Moderate,19.7,21.0,4.7,10.1,292.0,81.0,,,,,,
2025-01-11T03:00,69,Moderate,20.7,22.0,4.4,10.8,300.0,81.0,,,,,,
2025-01-11T04:00,68,Moderate,22.3,24.0,4.0,10.9,311.0,81.0,,,,,,
2025-01-11T05:00,67,Moderate,22.9,24.4,4.6,13.1,324.0,77.0,,,,,,
2025-01-11T06:00,67,Moderate,24.1,25.7,4.6,12.8,341.0,79.0,,,,,,
2025-01-11T07:00,66,Moderate,25.4,27.1,4.6,12.3,359.0,82.0,,,,,,
2025-01-11T08:00,66,Moderate,27.6,29.6,4.3,11.1,367.0,88.0,,,,,,
2025-01-11T09:00,66,Moderate,29.3,31.5,3.4,8.8,357.0,98.0,,,,,,
2025-01-11T10:00,66,Moderate,29.8,32.2,2.3,5.8,338.0,111.0,,,,,,
2025-01-11T11:00,67,Moderate,29.7,32.4,1.4,3.5,324.0,121.0,,,,,,
2025-01-11T12:00,67,Moderate,29.6,32.4,1.0,2.4,322.0,126.0,,,,,,
2025-01-11T13:00,68,Moderate,29.6,32.2,0.9,1.9,325.0,129.0,,,,,,
2025-01-11T14:00,69,Moderate,30.3,33.2,0.9,1.6,326.0,129.0,,,,,,
2025-01-11T15:00,71,Moderate,29.2,32.1,0.9,1.3,322.0,127.0,,,,,,
2025-01-11T16:00,72,Moderate,27.5,30.3,1.1,1.1,317.0,123.0,,,,,,
2025-01-11T17:00,74,Moderate,28.8,31.9,1.2,1.1,313.0,120.0,,,,,,
2025-01-11T18:00,76,Moderate,22.7,25.8,1.3,1.0,312.0,116.0,,,,,,
2025-01-11T19:00,77,Moderate,17.8,21.1,1.4,0.8,312.0,110.0,,,,,,
2025-01-11T20:00,77,Moderate,15.5,18.6,1.5,0.8,311.0,104.0,,,,,,
2025-01-11T21:00,77,Moderate,15.1,18.2,1.7,1.0,309.0,99.0,,,,,,
2025-01-11T22:00,77,Moderate,15.2,18.3,1.9,1.2,306.0,94.0,,,,,,
2025-01-11T23:00,77,Moderate,15.2,18.2,2.1,1.6,302.0,90.0,,,,,,
2025-01-12T00:00,77,Moderate,14.7,17.2,2.2,2.0,298.0,88.0,,,,,,
2025-01-12T01:00,77,Moderate,15.3,17.6,2.2,2.4,294.0,87.0,,,,,,
2025-01-12T02:00,77,Moderate,15.9,17.9,2.2,3.0,289.0,87.0,,,,,,
2025-01-12T03:00,77,Moderate,16.9,19.0,2.2,3.7,282.0,87.0,,,,,,
2025-01-12T04:00,76,Moderate,16.8,19.0,2.2,4.6,274.0,87.0,,,,,,
2025-01-12T05:00,76,Moderate,16.6,18.7,2.5,5.0,268.0,89.0,,,,,,
2025-01-12T06:00,75,Moderate,15.8,18.0,3.4,6.3,265.0,86.0,,,,,,
2025-01-12T07:00,75,Moderate,15.1,17.4,4.5,8.1,263.0,82.0,,,,,,
2025-01-12T08:00,74,Moderate,14.6,16.8,5.0,9.0,259.0,83.0,,,,,,
2025-01-12T09:00,73,Moderate,14.7,16.8,4.2,8.2,249.0,91.0,,,,,,
2025-01-12T10:00,72,Moderate,15.8,17.9,2.8,6.7,235.0,103.0,,,,,,
2025-01-12T11:00,71,Moderate,16.4,18.5,1.7,5.6,227.0,114.0,,,,,,
2025-01-12T12:00,70,Moderate,17.2,19.5,1.3,5.7,226.0,121.0,,,,,,
2025-01-12T13:00,69,Moderate,21.2,24.1,1.3,6.4,230.0,126.0,,,,,,
2025-01-12T14:00,68,Moderate,21.4,23.6,1.4,6.7,236.0,129.0,,,,,,
2025-01-12T15:00,67,Moderate,21.8,23.7,1.6,6.5,245.0,128.0,,,,,,
2025-01-12T16:00,67,Moderate,19.8,21.2,1.9,6.0,255.0,125.0,,,,,,
2025-01-12T17:00,66,Moderate,17.9,19.3,2.9,6.2,265.0,113.0,,,,,,
2025-01-12T18:00,71,Moderate,18.9,20.3,3.2,6.4,273.0,109.0,,,,,,
2025-01-12T19:00,72,Moderate,18.5,19.8,3.7,6.6,280.0,102.0,,,,,,
2025-01-12T20:00,69,Moderate,16.6,17.8,3.9,6.4,283.0,96.0,,,,,,
2025-01-12T21:00,65,Moderate,13.3,14.3,3.7,5.3,281.0,91.0,,,,,,
2025-01-12T22:00,65,Moderate,10.3,11.6,3.3,3.7,276.0,85.0,,,,,,
2025-01-12T23:00,65,Moderate,8.5,9.9,3.1,2.8,272.0,81.0,,,,,,
2025-01-13T00:00,64,Moderate,7.5,8.8,3.3,3.0,271.0,78.0,,,,,,
