recorded_at,aqi,aqi_category,pm25,pm10,no2,so2,co,o3,nh3,temperature,humidity,wind_speed,wind_direction,pressure
2023-01-02T14:00,67,Moderate,20.4,35.5,0.3,0.6,155.0,104.0,,,,,,
2023-01-02T15:00,67,Moderate,19.1,33.6,0.3,0.5,152.0,103.0,,,,,,
2023-01-02T16:00,67,Moderate,18.0,32.0,0.4,0.5,149.0,101.0,,,,,,
2023-01-02T17:00,67,Moderate,18.7,32.9,0.5,0.4,146.0,94.0,,,,,,
2023-01-02T18:00,67,Moderate,18.3,32.4,0.6,0.4,144.0,92.0,,,,,,
2023-01-02T19:00,67,Moderate,17.9,31.5,0.8,0.4,142.0,89.0,,,,,,
2023-01-02T20:00,67,Moderate,17.3,30.6,1.0,0.4,140.0,86.0,,,,,,
2023-01-02T21:00,67,Moderate,16.8,29.6,1.1,0.5,140.0,85.0,,,,,,
2023-01-02T22:00,66,Moderate,16.4,29.1,1.2,0.5,141.0,84.0,,,,,,
2023-01-02T23:00,66,Moderate,16.2,28.7,1.3,0.6,143.0,83.0,,,,,,
2023-01-03T00:00,66,Moderate,16.1,28.6,1.4,0.7,144.0,82.0,,,,,,
2023-01-03T01:00,66,Moderate,16.3,29.0,1.5,0.8,145.0,81.0,,,,,,
2023-01-03T02:00,66,Moderate,16.5,29.7,1.6,1.1,147.0,79.0,,,,,,
2023-01-03T03:00,66,Moderate,16.8,30.4,1.6,1.5,149.0,78.0,,,,,,
2023-01-03T04:00,66,Moderate,17.1,30.9,1.7,2.0,150.0,77.0,,,,,,
2023-01-03T05:00,67,Moderate,16.6,30.2,1.4,1.3,149.0,74.0,,,,,,
2023-01-03T06:00,67,Moderate,17.1,31.0,1.5,1.8,151.0,74.0,,,,,,
2023-01-03T07:00,67,Moderate,17.5,31.5,1.8,2.5,154.0,74.0,,,,,,
2023-01-03T08:00,67,Moderate,18.0,32.5,1.9,3.2,158.0,77.0,,,,,,
2023-01-03T09:00,67,Moderate,19.0,33.6,1.7,3.1,161.0,83.0,,,,,,
2023-01-03T10:00,67,Moderate,20.5,35.7,1.3,2.8,163.0,92.0,,,,,,
2023-01-03T11:00,67,Moderate,23.1,39.5,0.9,2.5,166.0,103.0,,,,,,
2023-01-03T12:00,67,Moderate,25.8,43.7,0.8,2.6,168.0,110.0,,,,,,
2023-01-03T13:00,68,Moderate,27.8,47.0,0.7,2.8,170.0,116.0,,,,,,
2023-01-03T14:00,68,Moderate,27.2,46.1,0.7,2.7,173.0,121.0,,,,,,
2023-01-03T15:00,69,Moderate,25.4,43.3,0.7,2.2,176.0,121.0,,,,,,
2023-01-03T16:00,69,Moderate,23.5,40.3,0.7,1.4,179.0,120.0,,,,,,
2023-01-03T17:00,70,Moderate,21.9,37.3,0.9,1.0,192.0,114.0,,,,,,
2023-01-03T18:00,70,Moderate,23.3,39.8,1.1,1.1,196.0,113.0,,,,,,
2023-01-03T19:00,70,Moderate,24.7,42.4,1.3,1.3,202.0,111.0,,,,,,
2023-01-03T20:00,71,Moderate,26.1,44.8,1.6,1.5,210.0,108.0,,,,,,
2023-01-03T21:00,72,Moderate,27.2,46.9,1.7,1.7,214.0,106.0,,,,,,
2023-01-03T22:00,72,Moderate,27.9,48.4,1.9,1.9,218.0,103.0,,,,,,
2023-01-03T23:00,73,Moderate,28.3,49.2,2.0,2.5,221.0,100.0,,,,,,
2023-01-04T00:00,74,Moderate,28.6,50.1,2.0,3.2,222.0,97.0,,,,,,
2023-01-04T01:00,75,Moderate,28.8,50.9,1.9,4.1,222.0,94.0,,,,,,
2023-01-04T02:00,76,Moderate,29.0,51.7,1.9,5.7,223.0,90.0,,,,,,
2023-01-04T03:00,77,Moderate,29.5,52.7,2.0,7.3,225.0,87.0,,,,,,
2023-01-04T04:00,78,Moderate,30.0,54.1,2.1,9.0,227.0,85.0,,,,,,
2023-01-04T05:00,79,Moderate,28.2,50.3,1.7,6.0,216.0,85.0,,,,,,
2023-01-04T06:00,80,Moderate,29.1,52.2,2.4,8.4,224.0,82.0,,,,,,
2023-01-04T07:00,81,Moderate,29.9,53.8,3.4,11.7,235.0,77.0,,,,,,
2023-01-04T08:00,82,Moderate,31.0,55.4,4.3,14.7,244.0,76.0,,,,,,
2023-01-04T09:00,83,Moderate,31.8,56.3,4.0,14.6,242.0,84.0,,,,,,
2023-01-04T10:00,84,Moderate,32.0,56.1,3.3,13.3,235.0,96.0,,,,,,
2023-01-04T11:00,85,Moderate,32.4,56.1,2.3,11.1,225.0,111.0,,,,,,
2023-01-04T12:00,86,Moderate,32.6,56.3,1.8,9.2,219.0,119.0,,,,,,
2023-01-04T13:00,86,Moderate,32.5,56.2,1.3,7.0,212.0,126.0,,,,,,
2023-01-04T14:00,87,Moderate,31.8,55.5,0.9,4.6,205.0,131.0,,,,,,
2023-01-04T15:00,87,Moderate,30.6,54.0,0.8,3.4,203.0,131.0,,,,,,
2023-01-04T16:00,87,Moderate,29.7,52.9,0.8,2.6,202.0,127.0,,,,,,
2023-01-04T17:00,88,Moderate,27.2,48.1,0.8,2.2,202.0,119.0,,,,,,
2023-01-04T18:00,88,Moderate,27.3,48.5,0.9,1.9,201.0,117.0,,,,,,
2023-01-04T19:00,89,Moderate,27.4,48.9,1.0,1.6,199.0,115.0,,,,,,
2023-01-04T20:00,89,Moderate,27.3,48.8,1.1,1.2,197.0,111.0,,,,,,
2023-01-04T21:00,89,Moderate,27.1,48.5,1.2,1.0,197.0,108.0,,,,,,
2023-01-04T22:00,89,Moderate,27.0,48.2,1.3,0.8,197.0,105.0,,,,,,
2023-01-04T23:00,89,Moderate,27.0,48.2,1.6,1.1,201.0,100.0,,,,,,
2023-01-05T00:00,89,Moderate,26.8,47.8,1.9,1.9,209.0,96.0,,,,,,
2023-01-05T01:00,89,Moderate,28.0,50.4,2.3,3.1,219.0,91.0,,,,,,
2023-01-05T02:00,88,Moderate,28.7,52.3,3.0,5.0,230.0,85.0,,,,,,
2023-01-05T03:00,88,Moderate,29.0,53.8,3.6,6.4,234.0,81.0,,,,,,
2023-01-05T04:00,88,Moderate,28.5,53.8,4.2,8.0,236.0,78.0,,,,,,
2023-01-05T05:00,88,Moderate,30.2,57.9,5.6,14.7,255.0,69.0,,,,,,
2023-01-05T06:00,88,Moderate,30.4,59.0,6.3,16.0,255.0,68.0,,,,,,
2023-01-05T07:00,89,Moderate,30.2,59.0,7.3,17.7,254.0,67.0,,,,,,
2023-01-05T08:00,89,Moderate,30.5,59.8,8.0,18.6,250.0,70.0,,,,,,
2023-01-05T09:00,89,Moderate,30.5,59.4,7.2,17.0,242.0,78.0,,,,,,
2023-01-05T10:00,88,Moderate,29.5,56.5,5.9,14.4,231.0,90.0,,,,,,
2023-01-05T11:00,88,Moderate,28.2,53.0,4.2,11.0,218.0,105.0,,,,,,
2023-01-05T12:00,88,Moderate,27.2,50.5,3.3,9.3,211.0,115.0,,,,,,
2023-01-05T13:00,87,Moderate,26.1,48.3,2.4,7.9,206.0,123.0,,,,,,
2023-01-05T14:00,87,Moderate,25.1,46.9,1.7,6.3,202.0,131.0,,,,,,
2023-01-05T15:00,86,Moderate,23.5,44.1,1.5,5.1,201.0,131.0,,,,,,
2023-01-05T16:00,86,Moderate,21.2,40.2,1.5,4.1,202.0,128.0,,,,,,
2023-01-05T17:00,85,Moderate,19.0,35.4,1.6,4.4,200.0,122.0,,,,,,
2023-01-05T18:00,85,Moderate,18.0,33.4,1.6,3.7,201.0,119.0,,,,,,
2023-01-05T19:00,84,Moderate,18.2,33.6,1.7,2.7,202.0,115.0,,,,,,
2023-01-05T20:00,83,Moderate,19.4,35.6,1.8,2.0,207.0,109.0,,,,,,
2023-01-05T21:00,82,Moderate,21.7,39.3,2.1,2.3,214.0,106.0,,,,,,
2023-01-05T22:00,82,Moderate,24.7,44.2,2.4,3.1,224.0,102.0,,,,,,
2023-01-05T23:00,82,Moderate,27.9,49.8,2.8,4.9,239.0,98.0,,,,,,
2023-01-06T00:00,82,Moderate,31.1,55.4,3.1,7.2,253.0,95.0,,,,,,
2023-01-06T01:00,82,Moderate,33.6,60.1,3.4,10.1,268.0,92.0,,,,,,
2023-01-06T02:00,83,Moderate,35.5,63.6,3.7,13.3,286.0,88.0,,,,,,
2023-01-06T03:00,83,Moderate,37.1,66.8,3.9,14.7,294.0,86.0,,,,,,
2023-01-06T04:00,84,Moderate,38.2,68.9,4.1,15.6,299.0,84.0,,,,,,
2023-01-06T05:00,85,Moderate,37.8,68.7,4.8,20.2,318.0,75.0,,,,,,
2023-01-06T06:00,85,Moderate,39.6,71.9,4.9,20.9,322.0,77.0,,,,,,
2023-01-06T07:00,86,Moderate,40.4,72.4,5.0,21.9,329.0,79.0,,,,,,
2023-01-06T08:00,87,Moderate,40.5,71.2,4.8,21.9,333.0,85.0,,,,,,
2023-01-06T09:00,88,Moderate,41.9,72.2,4.1,19.7,331.0,93.0,,,,,,
2023-01-06T10:00,88,Moderate,42.4,71.9,3.0,16.4,327.0,103.0,,,,,,
2023-01-06T11:00,89,Moderate,44.5,75.0,1.9,12.4,315.0,115.0,,,,,,
2023-01-06T12:00,91,Moderate,43.4,72.9,1.4,10.5,300.0,123.0,,,,,,
2023-01-06T13:00,92,Moderate,41.9,70.8,1.2,8.9,281.0,130.0,,,,,,
2023-01-06T14:00,93,Moderate,39.2,67.3,1.0,7.1,256.0,135.0,,,,,,
2023-01-06T15:00,94,Moderate,34.9,61.0,0.9,5.6,240.0,133.0,,,,,,
2023-01-06T16:00,95,Moderate,31.3,55.2,0.9,4.2,224.0,129.0,,,,,,
2023-01-06T17:00,96,Moderate,26.6,47.4,1.6,4.2,221.0,119.0,,,,,,
2023-01-06T18:00,97,Moderate,24.7,44.4,1.7,4.0,217.0,116.0,,,,,,
2023-01-06T19:00,97,Moderate,24.3,43.8,1.9,3.7,212.0,111.0,,,,,,
2023-01-06T20:00,98,Moderate,24.4,43.9,2.3,3.6,208.0,104.0,,,,,,
2023-01-06T21:00,98,Moderate,25.1,44.9,2.6,4.0,208.0,99.0,,,,,,
2023-01-06T22:00,98,Moderate,26.0,46.2,2.9,4.7,210.0,94.0,,,,,,
2023-01-06T23:00,98,Moderate,27.0,48.2,3.3,5.6,214.0,88.0,,,,,,
2023-01-07T00:00,98,Moderate,29.0,52.0,3.4,6.1,217.0,85.0,,,,,,
2023-01-07T01:00,98,Moderate,30.3,54.1,3.4,6.6,220.0,83.0,,,,,,
2023-01-07T02:00,98,Moderate,31.3,56.3,3.5,7.4,224.0,81.0,,,,,,
2023-01-07T03:00,98,Moderate,31.5,57.0,3.5,8.3,227.0,79.0,,,,,,
2023-01-07T04:00,97,Moderate,31.1,56.5,3.5,9.4,229.0,78.0,,,,,,
2023-01-07T05:00,97,Moderate,34.0,62.4,4.9,17.2,255.0,69.0,,,,,,
2023-01-07T06:00,96,Moderate,35.3,64.7,4.9,18.2,260.0,70.0,,,,,,
2023-01-07T07:00,96,Moderate,34.8,63.6,4.9,19.6,268.0,71.0,,,,,,
2023-01-07T08:00,96,Moderate,33.3,60.3,4.6,20.3,273.0,75.0,,,,,,
2023-01-07T09:00,95,Moderate,32.5,58.4,4.0,19.0,270.0,81.0,,,,,,
2023-01-07T10:00,94,Moderate,31.7,56.6,3.0,16.6,265.0,90.0,,,,,,
2023-01-07T11:00,93,Moderate,32.8,58.1,2.0,13.4,255.0,101.0,,,,,,
2023-01-07T12:00,92,Moderate,31.4,55.3,1.5,11.5,248.0,108.0,,,,,,
2023-01-07T13:00,92,Moderate,30.0,53.0,1.3,9.5,239.0,116.0,,,,,,
2023-01-07T14:00,91,Moderate,27.9,49.6,1.1,7.2,229.0,122.0,,,,,,
2023-01-07T15:00,90,Moderate,28.8,51.6,1.0,5.7,221.0,123.0,,,,,,
2023-01-07T16:00,89,Moderate,27.3,49.5,1.0,4.4,213.0,122.0,,,,,,
2023-01-07T17:00,89,Moderate,25.7,46.4,1.1,3.7,210.0,122.0,,,,,,
2023-01-07T18:00,89,Moderate,26.0,46.4,1.2,3.2,213.0,119.0,,,,,,
2023-01-07T19:00,89,Moderate,27.5,48.4,1.4,2.4,217.0,114.0,,,,,,
2023-01-07T20:00,89,Moderate,30.0,51.9,1.6,1.8,227.0,108.0,,,,,,
2023-01-07T21:00,90,Moderate,32.7,55.9,1.8,2.1,238.0,105.0,,,,,,
2023-01-07T22:00,90,Moderate,35.0,59.5,2.1,2.8,253.0,104.0,,,,,,
2023-01-07T23:00,91,Moderate,36.9,62.6,2.3,3.9,271.0,102.0,,,,,,
2023-01-08T00:00,92,Moderate,38.4,65.4,2.3,4.8,282.0,102.0,,,,,,
2023-01-08T01:00,92,Moderate,39.7,68.0,2.2,5.7,292.0,102.0,,,,,,
2023-01-08T02:00,93,Moderate,41.1,70.8,2.1,7.3,306.0,102.0,,,,,,
2023-01-08T03:00,94,Moderate,42.5,73.3,2.2,8.8,317.0,101.0,,,,,,
2023-01-08T04:00,95,Moderate,43.8,75.7,2.3,10.6,328.0,100.0,,,,,,
2023-01-08T05:00,96,Moderate,44.1,76.8,2.5,11.4,336.0,95.0,,,,,,
2023-01-08T06:00,97,Moderate,45.8,79.9,2.8,13.8,349.0,95.0,,,,,,
2023-01-08T07:00,97,Moderate,47.3,82.0,3.2,17.2,367.0,94.0,,,,,,
2023-01-08T08:00,98,Moderate,48.2,82.2,3.4,19.8,387.0,98.0,,,,,,
2023-01-08T09:00,100,Moderate,48.9,81.5,3.0,18.6,394.0,107.0,,,,,,
2023-01-08T10:00,101,Unhealthy for Sensitive Groups,49.9,81.7,2.2,15.9,398.0,119.0,,,,,,
2023-01-08T11:00,103,Unhealthy for Sensitive Groups,50.4,81.5,1.3,12.2,402.0,133.0,,,,,,
2023-01-08T12:00,105,Unhealthy for Sensitive Groups,52.7,85.0,1.0,10.3,406.0,138.0,,,,,,
2023-01-08T13:00,107,Unhealthy for Sensitive Groups,51.5,82.7,0.8,8.5,409.0,141.0,,,,,,
2023-01-08T14:00,109,Unhealthy for Sensitive Groups,50.4,81.0,0.7,6.5,410.0,144.0,,,,,,
2023-01-08T15:00,112,Unhealthy for Sensitive Groups,48.9,78.9,0.8,5.1,409.0,146.0,,,,,,
2023-01-08T16:00,114,Unhealthy for Sensitive Groups,47.7,77.3,0.9,3.9,405.0,148.0,,,,,,
2023-01-08T17:00,116,Unhealthy for Sensitive Groups,51.5,82.7,1.3,3.8,419.0,149.0,,,,,,
2023-01-08T18:00,119,Unhealthy for Sensitive Groups,52.3,83.8,1.3,3.8,412.0,147.0,,,,,,
2023-01-08T19:00,121,Unhealthy for Sensitive Groups,53.4,85.7,1.4,3.8,401.0,143.0,,,,,,
2023-01-08T20:00,124,Unhealthy for Sensitive Groups,55.1,88.5,1.4,4.0,391.0,138.0,,,,,,
2023-01-08T21:00,127,Unhealthy for Sensitive Groups,56.7,91.3,1.5,4.6,391.0,134.0,,,,,,
2023-01-08T22:00,129,Unhealthy for Sensitive Groups,57.4,93.1,1.5,5.5,394.0,130.0,,,,,,
2023-01-08T23:00,132,Unhealthy for Sensitive Groups,56.8,92.9,1.4,6.2,394.0,125.0,,,,,,
2023-01-09T00:00,134,Unhealthy for Sensitive Groups,55.2,91.3,1.3,6.0,387.0,123.0,,,,,,
2023-01-09T01:00,135,Unhealthy for Sensitive Groups,52.6,87.5,1.2,5.6,375.0,121.0,,,,,,
2023-01-09T02:00,137,Unhealthy for Sensitive Groups,50.1,84.3,1.0,5.0,357.0,119.0,,,,,,
2023-01-09T03:00,138,Unhealthy for Sensitive Groups,47.4,80.6,0.9,4.9,340.0,118.0,,,,,,
2023-01-09T04:00,138,Unhealthy for Sensitive Groups,44.2,75.9,0.8,4.8,321.0,116.0,,,,,,
2023-01-09T05:00,138,Unhealthy for Sensitive Groups,41.4,72.2,1.1,6.6,313.0,109.0,,,,,,
2023-01-09T06:00,138,Unhealthy for Sensitive Groups,38.5,67.8,1.4,7.8,302.0,108.0,,,,,,
2023-01-09T07:00,137,Unhealthy for Sensitive Groups,36.2,64.5,1.8,9.4,287.0,106.0,,,,,,
2023-01-09T08:00,136,Unhealthy for Sensitive Groups,34.1,61.7,2.1,11.1,269.0,104.0,,,,,,
2023-01-09T09:00,135,Unhealthy for Sensitive Groups,33.1,60.1,2.2,11.6,262.0,104.0,,,,,,
2023-01-09T10:00,133,Unhealthy for Sensitive Groups,33.3,59.8,2.1,11.6,258.0,105.0,,,,,,
2023-01-09T11:00,131,Unhealthy for Sensitive Groups,33.2,58.7,1.9,11.1,255.0,106.0,,,,,,
2023-01-09T12:00,129,Unhealthy for Sensitive Groups,33.6,58.2,1.7,10.3,256.0,106.0,,,,,,
2023-01-09T13:00,127,Unhealthy for Sensitive Groups,34.7,59.5,1.4,9.1,260.0,107.0,,,,,,
2023-01-09T14:00,126,Unhealthy for Sensitive Groups,34.6,59.3,1.1,7.7,262.0,108.0,,,,,,
2023-01-09T15:00,124,Unhealthy for Sensitive Groups,33.9,58.3,1.1,7.0,259.0,110.0,,,,,,
2023-01-09T16:00,122,Unhealthy for Sensitive Groups,32.9,57.0,1.2,6.5,253.0,113.0,,,,,,
2023-01-09T17:00,121,Unhealthy for Sensitive Groups,34.2,58.8,1.1,7.0,261.0,145.0,,,,,,
2023-01-09T18:00,119,Unhealthy for Sensitive Groups,31.8,55.8,1.1,6.6,248.0,144.0,,,,,,
2023-01-09T19:00,117,Unhealthy for Sensitive Groups,29.1,52.3,1.2,6.1,231.0,141.0,,,,,,
2023-01-09T20:00,114,Unhealthy for Sensitive Groups,26.5,48.8,1.4,5.6,209.0,137.0,,,,,,
2023-01-09T21:00,111,Unhealthy for Sensitive Groups,24.4,45.4,1.5,5.8,198.0,131.0,,,,,,
2023-01-09T22:00,108,Unhealthy for Sensitive Groups,22.7,42.4,1.7,6.1,189.0,124.0,,,,,,
2023-01-09T23:00,104,Unhealthy for Sensitive Groups,21.5,40.2,1.8,6.4,180.0,117.0,,,,,,
2023-01-10T00:00,101,Unhealthy for Sensitive Groups,21.0,39.1,1.7,6.2,177.0,115.0,,,,,,
2023-01-10T01:00,98,Moderate,20.8,38.9,1.5,5.7,176.0,114.0,,,,,,
2023-01-10T02:00,95,Moderate,20.9,38.9,1.3,5.5,177.0,113.0,,,,,,
2023-01-10T03:00,93,Moderate,21.4,39.6,1.3,5.8,178.0,110.0,,,,,,
2023-01-10T04:00,91,Moderate,22.2,41.1,1.4,6.4,180.0,106.0,,,,,,
2023-01-10T05:00,89,Moderate,23.1,42.8,1.7,8.6,185.0,101.0,,,,,,
2023-01-10T06:00,88,Moderate,24.6,45.5,2.2,10.4,190.0,99.0,,,,,,
2023-01-10T07:00,87,Moderate,25.8,47.5,2.9,12.9,197.0,96.0,,,,,,
2023-01-10T08:00,86,Moderate,26.8,49.1,3.4,15.1,204.0,96.0,,,,,,
2023-01-10T09:00,85,Moderate,27.4,49.8,3.0,14.8,206.0,100.0,,,,,,
2023-01-10T10:00,85,Moderate,27.7,49.7,2.3,13.4,206.0,107.0,,,,,,
2023-01-10T11:00,84,Moderate,28.5,50.4,1.4,11.5,206.0,116.0,,,,,,
2023-01-10T12:00,84,Moderate,29.3,51.3,1.1,10.3,206.0,122.0,,,,,,
2023-01-10T13:00,84,Moderate,29.6,51.8,0.8,9.0,207.0,127.0,,,,,,
2023-01-10T14:00,83,Moderate,29.3,51.7,0.7,7.6,209.0,133.0,,,,,,
2023-01-10T15:00,83,Moderate,29.0,51.7,0.7,7.0,213.0,136.0,,,,,,
2023-01-10T16:00,83,Moderate,29.0,52.4,0.8,6.6,219.0,139.0,,,,,,
2023-01-10T17:00,82,Moderate,29.5,53.1,1.0,6.0,224.0,135.0,,,,,,
2023-01-10T18:00,82,Moderate,29.0,52.5,1.1,5.5,227.0,135.0,,,,,,
2023-01-10T19:00,88,Moderate,28.5,51.9,1.2,4.8,231.0,135.0,,,,,,
2023-01-10T20:00,92,Moderate,27.7,50.8,1.4,3.9,237.0,134.0,,,,,,
2023-01-10T21:00,95,Moderate,26.7,49.1,1.5,3.4,242.0,134.0,,,,,,
2023-01-10T22:00,96,Moderate,25.8,47.7,1.6,3.0,248.0,133.0,,,,,,
2023-01-10T23:00,96,Moderate,25.0,46.2,1.6,3.1,254.0,131.0,,,,,,
2023-01-11T00:00,95,Moderate,25.0,46.3,1.6,3.7,257.0,127.0,,,,,,
2023-01-11T01:00,93,Moderate,24.9,46.2,1.5,4.8,259.0,121.0,,,,,,
2023-01-11T02:00,90,Moderate,25.0,46.3,1.6,6.8,263.0,114.0,,,,,,
2023-01-11T03:00,85,Moderate,25.4,47.1,1.8,8.8,269.0,109.0,,,,,,
2023-01-11T04:00,84,Moderate,26.4,49.0,2.0,11.2,276.0,105.0,,,,,,
2023-01-11T05:00,84,Moderate,26.5,49.8,2.6,14.3,285.0,99.0,,,,,,
2023-01-11T06:00,84,Moderate,28.1,53.3,2.9,16.3,296.0,98.0,,,,,,
2023-01-11T07:00,85,Moderate,29.0,55.2,3.4,19.0,311.0,98.0,,,,,,
2023-01-11T08:00,85,Moderate,30.0,56.9,3.5,20.4,322.0,100.0,,,,,,
2023-01-11T09:00,85,Moderate,31.2,58.0,2.9,18.0,316.0,107.0,,,,,,
2023-01-11T10:00,85,Moderate,31.7,57.6,2.0,13.8,304.0,118.0,,,,,,
2023-01-11T11:00,86,Moderate,31.1,55.6,1.0,8.9,288.0,129.0,,,,,,
2023-01-11T12:00,86,Moderate,30.7,54.1,0.7,7.2,282.0,132.0,,,,,,
2023-01-11T13:00,86,Moderate,30.6,53.7,0.6,6.2,277.0,132.0,,,,,,
2023-01-11T14:00,86,Moderate,30.6,53.8,0.6,5.4,274.0,132.0,,,,,,
2023-01-11T15:00,86,Moderate,30.9,54.6,0.6,5.0,276.0,135.0,,,,,,
2023-01-11T16:00,86,Moderate,31.0,55.5,0.8,5.0,281.0,138.0,,,,,,
2023-01-11T17:00,87,Moderate,29.2,51.7,0.9,4.6,274.0,132.0,,,,,,
2023-01-11T18:00,89,Moderate,29.5,52.5,1.0,4.7,278.0,135.0,,,,,,
2023-01-11T19:00,93,Moderate,30.2,54.2,1.2,4.9,284.0,140.0,,,,,,
2023-01-11T20:00,95,Moderate,31.1,56.1,1.4,5.2,289.0,144.0,,,,,,
2023-01-11T21:00,98,Moderate,31.7,57.4,1.4,5.5,290.0,145.0,,,,,,
2023-01-11T22:00,101,Unhealthy for Sensitive Groups,31.7,57.6,1.4,5.9,289.0,145.0,,,,,,
2023-01-11T23:00,103,Unhealthy for Sensitive Groups,31.3,57.2,1.4,6.5,287.0,142.0,,,,,,
2023-01-12T00:00,105,Unhealthy for Sensitive Groups,30.9,56.2,1.3,7.4,285.0,137.0,,,,,,
2023-01-12T01:00,105,Unhealthy for Sensitive Groups,30.2,54.9,1.2,8.4,282.0,131.0,,,,,,
2023-01-12T02:00,105,Unhealthy for Sensitive Groups,29.2,53.2,1.1,9.1,277.0,124.0,,,,,,
2023-01-12T03:00,102,Unhealthy for Sensitive Groups,27.9,50.9,1.0,8.4,272.0,121.0,,,,,,
2023-01-12T04:00,98,Moderate,26.7,48.7,0.9,7.1,266.0,119.0,,,,,,
2023-01-12T05:00,93,Moderate,26.3,47.8,0.9,6.9,260.0,114.0,,,,,,
2023-01-12T06:00,90,Moderate,25.6,46.4,1.0,7.4,263.0,113.0,,,,,,
2023-01-12T07:00,89,Moderate,25.1,45.6,1.1,8.1,266.0,113.0,,,,,,
2023-01-12T08:00,89,Moderate,25.0,45.5,1.2,8.5,267.0,113.0,,,,,,
2023-01-12T09:00,89,Moderate,24.7,44.7,1.2,7.8,262.0,115.0,,,,,,
2023-01-12T10:00,88,Moderate,24.3,43.4,1.0,6.6,254.0,119.0,,,,,,
2023-01-12T11:00,88,Moderate,24.1,42.6,0.8,5.1,243.0,123.0,,,,,,
2023-01-12T12:00,87,Moderate,24.0,42.1,0.7,4.2,236.0,125.0,,,,,,
2023-01-12T13:00,87,Moderate,23.9,41.6,0.6,3.4,228.0,127.0,,,,,,
