recorded_at,aqi,aqi_category,pm25,pm10,no2,so2,co,o3,nh3,temperature,humidity,wind_speed,wind_direction,pressure
2026-01-03T18:00,90,Moderate,28.5,31.1,1.4,1.5,298.0,123.0,,,,,,
2026-01-03T19:00,90,Moderate,28.1,31.0,1.4,1.3,295.0,119.0,,,,,,
2026-01-03T20:00,90,Moderate,27.9,31.1,1.5,1.2,294.0,116.0,,,,,,
2026-01-03T21:00,91,Moderate,28.0,31.3,1.5,1.2,292.0,113.0,,,,,,
2026-01-03T22:00,91,Moderate,28.3,31.8,1.5,1.4,292.0,110.0,,,,,,
2026-01-03T23:00,91,Moderate,28.8,32.5,1.6,1.7,296.0,108.0,,,,,,
2026-01-04T00:00,91,Moderate,28.9,32.6,1.7,2.2,309.0,107.0,,,,,,
2026-01-04T01:00,92,Moderate,29.0,32.5,1.8,2.9,327.0,106.0,,,,,,
2026-01-04T02:00,92,Moderate,29.2,32.6,2.0,3.8,340.0,105.0,,,,,,
2026-01-04T03:00,92,Moderate,29.2,32.5,2.2,5.2,345.0,103.0,,,,,,
2026-01-04T04:00,92,Moderate,29.0,32.2,2.4,6.8,346.0,100.0,,,,,,
2026-01-04T05:00,92,Moderate,29.8,32.7,3.0,8.1,345.0,92.0,,,,,,
2026-01-04T06:00,91,Moderate,29.3,32.4,3.6,9.5,345.0,91.0,,,,,,
2026-01-04T07:00,91,Moderate,28.6,31.5,4.4,11.3,345.0,90.0,,,,,,
2026-01-04T08:00,91,Moderate,27.9,30.7,4.7,12.2,340.0,94.0,,,,,,
2026-01-04T09:00,90,Moderate,27.5,30.2,4.0,11.5,328.0,106.0,,,,,,
2026-01-04T10:00,89,Moderate,26.5,29.0,2.8,9.9,313.0,122.0,,,,,,
2026-01-04T11:00,88,Moderate,25.9,28.3,1.8,8.4,301.0,135.0,,,,,,
2026-01-04T12:00,88,Moderate,25.7,28.0,1.3,7.2,297.0,142.0,,,,,,
2026-01-04T13:00,87,Moderate,25.7,28.0,1.0,5.9,297.0,147.0,,,,,,
2026-01-04T14:00,86,Moderate,25.6,27.9,0.9,4.8,295.0,148.0,,,,,,
2026-01-04T15:00,86,Moderate,25.0,27.5,0.9,3.7,290.0,145.0,,,,,,
2026-01-04T16:00,88,Moderate,23.9,26.3,1.0,2.7,284.0,138.0,,,,,,
2026-01-04T17:00,97,Moderate,24.2,26.1,1.3,4.1,277.0,140.0,,,,,,
2026-01-04T18:00,104,Unhealthy for Sensitive Groups,23.5,25.6,1.3,3.4,268.0,135.0,,,,,,
2026-01-04T19:00,107,Unhealthy for Sensitive Groups,23.3,25.6,1.4,2.5,259.0,129.0,,,,,,
2026-01-04T20:00,106,Unhealthy for Sensitive Groups,23.9,26.3,1.6,2.0,255.0,122.0,,,,,,
2026-01-04T21:00,101,Unhealthy for Sensitive Groups,24.9,27.4,1.9,2.2,262.0,116.0,,,,,,
2026-01-04T22:00,95,Moderate,26.0,28.6,2.3,2.8,276.0,110.0,,,,,,
2026-01-04T23:00,87,Moderate,27.0,29.6,2.7,3.8,285.0,105.0,,,,,,
2026-01-05T00:00,83,Moderate,27.5,30.3,3.1,5.4,286.0,100.0,,,,,,
2026-01-05T01:00,83,Moderate,27.8,30.6,3.4,7.4,283.0,94.0,,,,,,
2026-01-05T02:00,83,Moderate,27.9,30.9,3.7,9.3,282.0,90.0,,,,,,
2026-01-05T03:00,83,Moderate,28.1,31.1,3.9,11.0,284.0,87.0,,,,,,
2026-01-05T04:00,83,Moderate,28.4,31.5,4.0,12.5,288.0,84.0,,,,,,
2026-01-05T05:00,83,Moderate,29.5,32.4,4.2,15.6,294.0,79.0,,,,,,
2026-01-05T06:00,83,Moderate,30.0,32.9,4.7,15.4,304.0,79.0,,,,,,
2026-01-05T07:00,83,Moderate,30.6,33.6,5.4,14.9,315.0,80.0,,,,,,
2026-01-05T08:00,83,Moderate,31.2,34.3,5.5,14.1,321.0,84.0,,,,,,
2026-01-05T09:00,83,Moderate,32.0,35.0,4.6,12.6,316.0,96.0,,,,,,
2026-01-05T10:00,84,Moderate,32.4,35.3,3.2,10.6,306.0,111.0,,,,,,
2026-01-05T11:00,84,Moderate,31.2,33.9,2.0,8.7,296.0,123.0,,,,,,
2026-01-05T12:00,85,Moderate,29.0,31.4,1.4,7.1,288.0,129.0,,,,,,
2026-01-05T13:00,85,Moderate,26.8,29.1,1.1,5.5,281.0,132.0,,,,,,
2026-01-05T14:00,85,Moderate,25.2,27.4,1.0,4.3,277.0,133.0,,,,,,
2026-01-05T15:00,85,Moderate,24.6,26.7,1.1,3.4,279.0,131.0,,,,,,
2026-01-05T16:00,85,Moderate,23.5,25.8,1.3,2.8,284.0,128.0,,,,,,
2026-01-05T17:00,85,Moderate,29.7,32.1,2.6,4.8,287.0,119.0,,,,,,
2026-01-05T18:00,85,Moderate,29.0,31.4,2.8,4.8,286.0,115.0,,,,,,
2026-01-05T19:00,86,Moderate,28.6,31.3,3.0,4.8,283.0,109.0,,,,,,
2026-01-05T20:00,86,Moderate,28.2,31.1,3.1,4.7,281.0,104.0,,,,,,
2026-01-05T21:00,86,Moderate,28.6,31.8,3.1,4.6,280.0,99.0,,,,,,
2026-01-05T22:00,87,Moderate,29.2,32.7,3.1,4.4,279.0,94.0,,,,,,
2026-01-05T23:00,87,Moderate,27.9,31.3,3.0,4.4,280.0,91.0,,,,,,
2026-01-06T00:00,87,Moderate,28.9,32.4,2.9,4.6,285.0,91.0,,,,,,
2026-01-06T01:00,87,Moderate,30.4,33.9,2.7,5.0,293.0,92.0,,,,,,
2026-01-06T02:00,87,Moderate,32.6,36.1,2.5,5.4,300.0,94.0,,,,,,
2026-01-06T03:00,88,Moderate,35.4,38.9,2.2,5.7,306.0,96.0,,,,,,
2026-01-06T04:00,88,Moderate,37.8,41.2,2.0,6.0,311.0,99.0,,,,,,
2026-01-06T05:00,89,Moderate,39.1,42.5,2.3,7.5,320.0,97.0,,,,,,
2026-01-06T06:00,90,Moderate,40.3,43.5,2.4,7.1,336.0,100.0,,,,,,
2026-01-06T07:00,91,Moderate,41.3,44.6,2.6,6.6,354.0,104.0,,,,,,
2026-01-06T08:00,91,Moderate,41.6,44.9,2.6,6.1,367.0,109.0,,,,,,
2026-01-06T09:00,92,Moderate,41.8,45.2,2.4,5.6,370.0,115.0,,,,,,
2026-01-06T10:00,93,Moderate,42.6,46.2,2.0,5.0,368.0,121.0,,,,,,
2026-01-06T11:00,94,Moderate,42.5,46.1,1.7,4.5,364.0,125.0,,,,,,
2026-01-06T12:00,95,Moderate,40.7,44.1,1.5,4.0,358.0,127.0,,,,,,
2026-01-06T13:00,96,Moderate,39.5,42.7,1.4,3.6,350.0,127.0,,,,,,
2026-01-06T14:00,97,Moderate,39.0,42.1,1.4,3.2,344.0,127.0,,,,,,
2026-01-06T15:00,98,Moderate,39.7,43.0,1.5,2.9,341.0,126.0,,,,,,
2026-01-06T16:00,99,Moderate,40.6,44.0,1.7,2.6,339.0,124.0,,,,,,
2026-01-06T17:00,100,Moderate,40.9,43.9,2.6,3.1,337.0,119.0,,,,,,
2026-01-06T18:00,101,Unhealthy for Sensitive Groups,40.0,43.1,2.5,2.8,334.0,118.0,,,,,,
2026-01-06T19:00,103,Unhealthy for Sensitive Groups,40.7,43.9,2.3,2.5,332.0,117.0,,,,,,
2026-01-06T20:00,104,Unhealthy for Sensitive Groups,41.2,44.5,2.2,2.3,330.0,115.0,,,,,,
2026-01-06T21:00,105,Unhealthy for Sensitive Groups,39.3,42.6,2.3,2.5,330.0,111.0,,,,,,
2026-01-06T22:00,106,Unhealthy for Sensitive Groups,36.8,40.0,2.5,2.8,332.0,105.0,,,,,,
2026-01-06T23:00,107,Unhealthy for Sensitive Groups,34.9,38.0,2.6,3.2,333.0,101.0,,,,,,
2026-01-07T00:00,108,Unhealthy for Sensitive Groups,33.6,36.7,2.5,3.5,333.0,99.0,,,,,,
2026-01-07T01:00,108,Unhealthy for Sensitive Groups,33.3,36.3,2.4,3.9,333.0,99.0,,,,,,
2026-01-07T02:00,109,Unhealthy for Sensitive Groups,33.5,36.6,2.2,4.1,335.0,99.0,,,,,,
2026-01-07T03:00,109,Unhealthy for Sensitive Groups,33.9,37.1,2.0,4.2,339.0,100.0,,,,,,
2026-01-07T04:00,109,Unhealthy for Sensitive Groups,34.8,38.2,1.8,4.2,345.0,102.0,,,,,,
2026-01-07T05:00,108,Unhealthy for Sensitive Groups,35.9,39.1,1.5,3.0,353.0,102.0,,,,,,
2026-01-07T06:00,108,Unhealthy for Sensitive Groups,37.4,40.6,1.7,3.0,365.0,103.0,,,,,,
2026-01-07T07:00,108,Unhealthy for Sensitive Groups,38.8,42.1,2.0,3.1,379.0,105.0,,,,,,
2026-01-07T08:00,107,Unhealthy for Sensitive Groups,40.3,43.8,2.2,3.3,384.0,108.0,,,,,,
2026-01-07T09:00,107,Unhealthy for Sensitive Groups,42.1,45.9,2.1,3.7,374.0,114.0,,,,,,
2026-01-07T10:00,107,Unhealthy for Sensitive Groups,43.0,46.6,1.9,4.2,356.0,120.0,,,,,,
2026-01-07T11:00,107,Unhealthy for Sensitive Groups,43.4,46.7,1.7,4.5,343.0,127.0,,,,,,
2026-01-07T12:00,107,Unhealthy for Sensitive Groups,43.8,46.8,1.4,4.4,344.0,133.0,,,,,,
2026-01-07T13:00,108,Unhealthy for Sensitive Groups,44.0,46.9,1.2,4.0,349.0,139.0,,,,,,
2026-01-07T14:00,108,Unhealthy for Sensitive Groups,43.4,46.2,1.0,3.6,346.0,142.0,,,,,,
2026-01-07T15:00,109,Unhealthy for Sensitive Groups,41.7,44.5,1.0,3.2,325.0,140.0,,,,,,
2026-01-07T16:00,109,Unhealthy for Sensitive Groups,39.5,42.5,1.1,2.8,296.0,136.0,,,,,,
2026-01-07T17:00,109,Unhealthy for Sensitive Groups,39.3,42.1,1.5,3.3,274.0,134.0,,,,,,
2026-01-07T18:00,109,Unhealthy for Sensitive Groups,33.2,35.9,1.6,3.2,265.0,130.0,,,,,,
2026-01-07T19:00,108,Unhealthy for Sensitive Groups,28.7,31.7,1.8,3.1,264.0,123.0,,,,,,
2026-01-07T20:00,107,Unhealthy for Sensitive Groups,26.3,29.9,2.0,3.0,264.0,117.0,,,,,,
2026-01-07T21:00,105,Unhealthy for Sensitive Groups,25.1,29.7,2.0,2.8,266.0,112.0,,,,,,
2026-01-07T22:00,104,Unhealthy for Sensitive Groups,25.6,31.3,2.0,2.6,270.0,106.0,,,,,,
2026-01-07T23:00,102,Unhealthy for Sensitive Groups,27.9,34.9,2.1,2.9,271.0,102.0,,,,,,
2026-01-08T00:00,102,Unhealthy for Sensitive Groups,29.5,36.6,2.5,4.2,264.0,98.0,,,,,,
2026-01-08T01:00,101,Unhealthy for Sensitive Groups,30.9,37.8,2.9,6.0,254.0,96.0,,,,,,
2026-01-08T02:00,101,Unhealthy for Sensitive Groups,31.9,38.5,3.3,7.7,248.0,93.0,,,,,,
2026-01-08T03:00,101,Unhealthy for Sensitive Groups,32.6,38.8,3.5,9.4,248.0,90.0,,,,,,
2026-01-08T04:00,101,Unhealthy for Sensitive Groups,33.4,39.3,3.5,11.0,251.0,87.0,,,,,,
2026-01-08T05:00,101,Unhealthy for Sensitive Groups,33.8,38.3,3.7,13.8,257.0,86.0,,,,,,
2026-01-08T06:00,100,Moderate,34.5,39.0,3.9,12.9,268.0,87.0,,,,,,
2026-01-08T07:00,100,Moderate,34.9,39.6,4.1,11.6,282.0,90.0,,,,,,
2026-01-08T08:00,100,Moderate,34.7,39.1,4.0,10.3,288.0,94.0,,,,,,
2026-01-08T09:00,99,Moderate,34.2,39.0,3.4,8.9,279.0,103.0,,,,,,
2026-01-08T10:00,99,Moderate,32.7,37.8,2.4,7.4,262.0,114.0,,,,,,
2026-01-08T11:00,98,Moderate,28.8,33.8,1.7,6.1,248.0,122.0,,,,,,
2026-01-08T12:00,97,Moderate,25.3,29.9,1.4,5.0,240.0,124.0,,,,,,
2026-01-08T13:00,95,Moderate,22.9,27.3,1.2,4.1,234.0,123.0,,,,,,
2026-01-08T14:00,94,Moderate,22.0,26.2,1.2,3.4,235.0,122.0,,,,,,
2026-01-08T15:00,92,Moderate,22.2,26.1,1.3,3.0,248.0,122.0,,,,,,
2026-01-08T16:00,90,Moderate,22.2,25.9,1.6,2.7,266.0,122.0,,,,,,
2026-01-08T17:00,89,Moderate,26.8,29.7,1.8,4.1,275.0,127.0,,,,,,
2026-01-08T18:00,88,Moderate,25.1,27.6,1.9,4.0,264.0,123.0,,,,,,
2026-01-08T19:00,87,Moderate,23.4,26.2,2.1,3.8,243.0,118.0,,,,,,
2026-01-08T20:00,87,Moderate,21.8,24.6,2.4,3.9,228.0,112.0,,,,,,
2026-01-08T21:00,87,Moderate,21.2,24.7,2.8,4.5,227.0,105.0,,,,,,
2026-01-08T22:00,86,Moderate,20.4,24.1,3.2,5.4,232.0,96.0,,,,,,
2026-01-08T23:00,86,Moderate,19.6,23.5,3.6,6.3,235.0,90.0,,,,,,
2026-01-09T00:00,85,Moderate,19.3,23.4,3.8,7.3,230.0,87.0,,,,,,
2026-01-09T01:00,84,Moderate,19.6,23.9,3.9,8.3,223.0,85.0,,,,,,
2026-01-09T02:00,84,Moderate,20.0,24.5,4.0,9.2,219.0,84.0,,,,,,
2026-01-09T03:00,83,Moderate,20.5,25.2,4.1,10.1,220.0,82.0,,,,,,
2026-01-09T04:00,82,Moderate,21.2,26.0,4.1,11.0,225.0,80.0,,,,,,
2026-01-09T05:00,81,Moderate,23.1,28.2,4.7,13.4,233.0,76.0,,,,,,
2026-01-09T06:00,80,Moderate,23.9,29.2,5.0,12.7,248.0,77.0,,,,,,
2026-01-09T07:00,79,Moderate,24.6,29.8,5.3,11.8,266.0,78.0,,,,,,
2026-01-09T08:00,78,Moderate,24.3,29.2,5.3,10.8,275.0,82.0,,,,,,
2026-01-09T09:00,77,Moderate,24.1,29.0,4.5,9.9,266.0,91.0,,,,,,
2026-01-09T10:00,77,Moderate,23.6,28.5,3.3,8.9,247.0,103.0,,,,,,
2026-01-09T11:00,76,Moderate,21.9,26.2,2.3,7.9,232.0,112.0,,,,,,
2026-01-09T12:00,75,Moderate,18.4,20.8,1.7,6.6,226.0,118.0,,,,,,
2026-01-09T13:00,75,Moderate,17.1,18.7,1.3,5.2,225.0,121.0,,,,,,
2026-01-09T14:00,74,Moderate,16.5,17.9,1.2,4.3,227.0,123.0,,,,,,
2026-01-09T15:00,74,Moderate,16.6,17.9,1.4,4.0,237.0,123.0,,,,,,
2026-01-09T16:00,74,Moderate,16.8,18.0,1.9,4.1,251.0,121.0,,,,,,
2026-01-09T17:00,73,Moderate,19.2,20.7,2.5,4.5,259.0,118.0,,,,,,
2026-01-09T18:00,73,Moderate,20.9,22.4,2.9,5.5,253.0,120.0,,,,,,
2026-01-09T19:00,72,Moderate,22.5,24.2,3.4,6.8,241.0,122.0,,,,,,
2026-01-09T20:00,72,Moderate,23.3,24.9,3.9,8.2,234.0,123.0,,,,,,
2026-01-09T21:00,73,Moderate,23.6,25.3,4.2,9.6,238.0,120.0,,,,,,
2026-01-09T22:00,73,Moderate,24.0,26.0,4.4,11.1,248.0,115.0,,,,,,
2026-01-09T23:00,73,Moderate,24.4,26.5,4.5,12.0,252.0,110.0,,,,,,
2026-01-10T00:00,73,Moderate,24.7,27.0,4.5,12.3,244.0,104.0,,,,,,
2026-01-10T01:00,73,Moderate,25.1,27.4,4.4,12.1,231.0,98.0,,,,,,
2026-01-10T02:00,74,Moderate,24.7,27.0,4.1,11.3,226.0,94.0,,,,,,
2026-01-10T03:00,74,Moderate,23.3,25.3,3.6,9.7,238.0,93.0,,,,,,
2026-01-10T04:00,75,Moderate,20.5,22.3,2.9,7.5,258.0,93.0,,,,,,
2026-01-10T05:00,74,Moderate,23.2,25.3,3.2,9.2,275.0,91.0,,,,,,
2026-01-10T06:00,74,Moderate,22.6,24.6,3.4,8.5,285.0,91.0,,,,,,
2026-01-10T07:00,74,Moderate,21.5,23.3,3.6,7.5,291.0,91.0,,,,,,
2026-01-10T08:00,74,Moderate,20.5,22.1,3.5,6.4,291.0,93.0,,,,,,
2026-01-10T09:00,74,Moderate,19.9,21.5,2.9,5.2,281.0,98.0,,,,,,
2026-01-10T10:00,73,Moderate,18.7,20.1,2.0,4.0,265.0,105.0,,,,,,
2026-01-10T11:00,73,Moderate,16.9,18.0,1.4,3.0,252.0,110.0,,,,,,
2026-01-10T12:00,73,Moderate,14.5,15.3,1.1,2.4,247.0,111.0,,,,,,
2026-01-10T13:00,72,Moderate,12.1,12.7,1.1,2.0,246.0,110.0,,,,,,
2026-01-10T14:00,72,Moderate,11.0,11.5,1.2,1.9,247.0,109.0,,,,,,
2026-01-10T15:00,72,Moderate,10.8,11.2,1.6,1.9,248.0,109.0,,,,,,
2026-01-10T16:00,71,Moderate,10.7,11.0,2.3,2.2,250.0,110.0,,,,,,
2026-01-10T17:00,71,Moderate,19.6,20.3,3.1,5.9,257.0,121.0,,,,,,
2026-01-10T18:00,71,Moderate,22.5,23.3,3.8,6.9,274.0,119.0,,,,,,
2026-01-10T19:00,71,Moderate,24.3,25.1,4.8,8.3,296.0,116.0,,,,,,
2026-01-10T20:00,71,Moderate,24.3,25.0,5.4,9.3,311.0,113.0,,,,,,
2026-01-10T21:00,71,Moderate,22.9,23.7,5.4,9.4,312.0,110.0,,,,,,
2026-01-10T22:00,71,Moderate,20.3,21.0,5.1,9.2,305.0,106.0,,,,,,
2026-01-10T23:00,71,Moderate,18.2,18.9,4.8,9.1,296.0,103.0,,,,,,
2026-01-11T00:00,70,Moderate,17.2,17.9,4.6,9.5,283.0,100.0,,,,,,
2026-01-11T01:00,70,Moderate,17.0,17.8,4.4,10.1,268.0,97.0,,,,,,
2026-01-11T02:00,69,Moderate,17.1,17.8,4.2,10.3,260.0,95.0,,,,,,
2026-01-11T03:00,68,Moderate,15.9,16.6,3.8,9.8,263.0,93.0,,,,,,
2026-01-11T04:00,68,Moderate,14.8,15.3,3.4,9.0,273.0,93.0,,,,,,
2026-01-11T05:00,67,Moderate,12.6,13.1,3.3,8.0,283.0,91.0,,,,,,
2026-01-11T06:00,67,Moderate,12.5,13.1,3.6,7.8,292.0,91.0,,,,,,
2026-01-11T07:00,66,Moderate,12.5,12.9,4.1,7.4,300.0,91.0,,,,,,
2026-01-11T08:00,65,Moderate,12.4,12.8,4.2,7.0,305.0,92.0,,,,,,
2026-01-11T09:00,64,Moderate,12.6,13.0,3.7,6.5,304.0,96.0,,,,,,
2026-01-11T10:00,64,Moderate,12.7,13.0,2.9,5.9,298.0,102.0,,,,,,
2026-01-11T11:00,63,Moderate,11.4,11.7,2.1,5.1,290.0,106.0,,,,,,
2026-01-11T12:00,63,Moderate,10.8,11.1,1.5,3.8,279.0,109.0,,,,,,
2026-01-11T13:00,63,Moderate,10.4,10.7,1.1,2.3,265.0,110.0,,,,,,
2026-01-11T14:00,62,Moderate,9.1,9.5,0.8,1.1,253.0,110.0,,,,,,
2026-01-11T15:00,62,Moderate,8.1,8.4,0.8,0.6,244.0,109.0,,,,,,
2026-01-11T16:00,62,Moderate,7.0,7.4,1.1,0.5,236.0,106.0,,,,,,
2026-01-11T17:00,62,Moderate,6.2,6.8,1.4,0.4,230.0,102.0,,,,,,
2026-01-11T18:00,61,Moderate,5.7,6.6,1.7,0.3,224.0,96.0,,,,,,
2026-01-11T19:00,59,Moderate,4.7,5.5,2.1,0.2,219.0,88.0,,,,,,
2026-01-11T20:00,58,Moderate,3.9,4.6,2.4,0.4,216.0,82.0,,,,,,
2026-01-11T21:00,56,Moderate,3.4,4.0,2.5,0.9,215.0,78.0,,,,,,
2026-01-11T22:00,55,Moderate,3.6,4.1,2.6,1.5,216.0,76.0,,,,,,
2026-01-11T23:00,53,Moderate,3.8,4.3,2.7,2.4,222.0,73.0,,,,,,
2026-01-12T00:00,52,Moderate,5.0,5.5,3.1,3.6,237.0,69.0,,,,,,
2026-01-12T01:00,51,Moderate,5.5,6.1,3.6,4.9,256.0,66.0,,,,,,
2026-01-12T02:00,50,Good,4.9,5.4,4.0,6.0,273.0,62.0,,,,,,
2026-01-12T03:00,48,Good,5.0,5.2,4.3,6.6,284.0,58.0,,,,,,
2026-01-12T04:00,46,Good,5.2,5.4,4.6,6.9,292.0,55.0,,,,,,
2026-01-12T05:00,44,Good,7.4,7.7,4.9,10.4,299.0,72.0,,,,,,
2026-01-12T06:00,43,Good,7.7,8.0,5.7,10.9,305.0,73.0,,,,,,
2026-01-12T07:00,41,Good,8.1,8.6,6.7,11.4,309.0,75.0,,,,,,
2026-01-12T08:00,40,Good,8.2,8.6,6.9,11.4,309.0,80.0,,,,,,
2026-01-12T09:00,39,Good,8.4,8.7,5.6,10.3,302.0,90.0,,,,,,
2026-01-12T10:00,38,Good,9.0,9.3,3.6,8.7,290.0,102.0,,,,,,
2026-01-12T11:00,38,Good,9.4,9.7,2.0,7.0,279.0,111.0,,,,,,
2026-01-12T12:00,38,Good,9.6,10.0,1.3,5.4,270.0,114.0,,,,,,
2026-01-12T13:00,42,Good,9.6,10.1,1.0,3.9,260.0,115.0,,,,,,
2026-01-12T14:00,44,Good,8.8,9.3,0.9,2.8,253.0,114.0,,,,,,
