recorded_at,aqi,aqi_category,pm25,pm10,no2,so2,co,o3,nh3,temperature,humidity,wind_speed,wind_direction,pressure
2024-01-01T21:00,72,Moderate,21.7,38.5,1.0,1.0,241.0,106.0,,,,,,
2024-01-01T22:00,73,Moderate,21.0,37.0,1.1,0.9,238.0,97.0,,,,,,
2024-01-01T23:00,74,Moderate,20.5,36.1,1.1,0.8,237.0,90.0,,,,,,
2024-01-02T00:00,74,Moderate,20.7,36.3,1.1,0.6,237.0,86.0,,,,,,
2024-01-02T01:00,75,Moderate,21.1,36.9,1.1,0.5,238.0,84.0,,,,,,
2024-01-02T02:00,75,Moderate,21.7,37.7,1.1,0.4,239.0,83.0,,,,,,
2024-01-02T03:00,75,Moderate,22.3,38.9,1.1,0.4,241.0,83.0,,,,,,
2024-01-02T04:00,76,Moderate,23.6,41.0,1.0,0.4,243.0,84.0,,,,,,
2024-01-02T05:00,76,Moderate,22.7,39.5,1.0,0.5,240.0,82.0,,,,,,
2024-01-02T06:00,76,Moderate,23.0,40.0,1.2,0.7,244.0,82.0,,,,,,
2024-01-02T07:00,77,Moderate,24.2,42.3,1.5,1.0,249.0,82.0,,,,,,
2024-01-02T08:00,77,Moderate,23.9,41.7,1.7,1.3,253.0,83.0,,,,,,
2024-01-02T09:00,77,Moderate,23.6,41.0,1.6,1.4,254.0,85.0,,,,,,
2024-01-02T10:00,77,Moderate,23.3,40.4,1.4,1.5,253.0,89.0,,,,,,
2024-01-02T11:00,77,Moderate,21.7,37.4,1.2,1.5,250.0,92.0,,,,,,
2024-01-02T12:00,76,Moderate,20.1,34.6,1.0,1.4,243.0,96.0,,,,,,
2024-01-02T13:00,76,Moderate,18.2,31.4,0.7,1.1,235.0,99.0,,,,,,
2024-01-02T14:00,76,Moderate,16.2,28.3,0.6,0.9,226.0,101.0,,,,,,
2024-01-02T15:00,75,Moderate,14.8,26.1,0.6,0.7,218.0,100.0,,,,,,
2024-01-02T16:00,74,Moderate,13.8,24.6,0.8,0.4,210.0,97.0,,,,,,
2024-01-02T17:00,73,Moderate,20.5,35.3,1.3,1.1,229.0,99.0,,,,,,
2024-01-02T18:00,73,Moderate,19.6,33.8,1.5,1.3,230.0,99.0,,,,,,
2024-01-02T19:00,73,Moderate,17.6,30.7,1.7,1.6,230.0,98.0,,,,,,
2024-01-02T20:00,72,Moderate,17.1,29.9,1.8,1.9,230.0,97.0,,,,,,
2024-01-02T21:00,72,Moderate,15.5,27.2,1.8,2.2,228.0,95.0,,,,,,
2024-01-02T22:00,71,Moderate,15.1,27.0,1.8,2.5,225.0,93.0,,,,,,
2024-01-02T23:00,71,Moderate,15.4,27.6,1.7,2.6,223.0,90.0,,,,,,
2024-01-03T00:00,70,Moderate,15.7,28.3,1.7,2.5,221.0,86.0,,,,,,
2024-01-03T01:00,70,Moderate,15.9,28.4,1.6,2.2,220.0,82.0,,,,,,
2024-01-03T02:00,70,Moderate,16.4,28.8,1.6,2.0,220.0,79.0,,,,,,
2024-01-03T03:00,69,Moderate,16.8,29.3,1.5,1.7,221.0,78.0,,,,,,
2024-01-03T04:00,69,Moderate,17.6,30.2,1.4,1.5,223.0,77.0,,,,,,
2024-01-03T05:00,68,Moderate,18.3,31.3,1.4,1.3,224.0,76.0,,,,,,
2024-01-03T06:00,68,Moderate,21.1,35.9,1.6,1.7,235.0,77.0,,,,,,
2024-01-03T07:00,68,Moderate,23.2,39.5,2.0,2.4,251.0,78.0,,,,,,
2024-01-03T08:00,68,Moderate,25.7,43.9,2.1,2.8,262.0,81.0,,,,,,
2024-01-03T09:00,68,Moderate,26.8,45.9,1.8,2.9,265.0,88.0,,,,,,
2024-01-03T10:00,68,Moderate,26.3,45.1,1.4,2.9,265.0,97.0,,,,,,
2024-01-03T11:00,68,Moderate,26.2,45.1,1.0,2.7,263.0,105.0,,,,,,
2024-01-03T12:00,69,Moderate,26.9,46.3,0.8,2.4,261.0,110.0,,,,,,
2024-01-03T13:00,69,Moderate,26.5,45.8,0.7,2.0,258.0,113.0,,,,,,
2024-01-03T14:00,70,Moderate,26.0,44.8,0.7,1.7,254.0,115.0,,,,,,
2024-01-03T15:00,71,Moderate,24.9,42.8,0.8,1.5,250.0,117.0,,,,,,
2024-01-03T16:00,71,Moderate,23.9,41.4,1.1,1.3,246.0,117.0,,,,,,
2024-01-03T17:00,72,Moderate,22.6,38.6,1.2,1.3,244.0,110.0,,,,,,
2024-01-03T18:00,72,Moderate,21.9,37.7,1.2,1.2,236.0,108.0,,,,,,
2024-01-03T19:00,73,Moderate,20.8,36.2,1.2,1.0,224.0,106.0,,,,,,
2024-01-03T20:00,73,Moderate,19.4,34.3,1.2,0.8,214.0,102.0,,,,,,
2024-01-03T21:00,73,Moderate,18.3,32.4,1.1,0.6,207.0,96.0,,,,,,
2024-01-03T22:00,73,Moderate,17.4,30.9,1.0,0.4,201.0,88.0,,,,,,
2024-01-03T23:00,73,Moderate,17.2,30.5,0.9,0.3,196.0,82.0,,,,,,
2024-01-04T00:00,74,Moderate,17.2,30.4,0.9,0.3,193.0,80.0,,,,,,
2024-01-04T01:00,74,Moderate,17.3,30.5,0.9,0.3,192.0,79.0,,,,,,
2024-01-04T02:00,74,Moderate,17.6,31.1,0.9,0.3,192.0,79.0,,,,,,
2024-01-04T03:00,74,Moderate,17.8,31.5,0.9,0.3,191.0,78.0,,,,,,
2024-01-04T04:00,74,Moderate,17.7,31.3,1.0,0.3,191.0,77.0,,,,,,
2024-01-04T05:00,74,Moderate,18.0,32.0,0.5,0.3,183.0,80.0,,,,,,
2024-01-04T06:00,74,Moderate,17.7,31.2,0.7,0.3,184.0,79.0,,,,,,
2024-01-04T07:00,74,Moderate,17.3,30.6,1.0,0.3,184.0,78.0,,,,,,
2024-01-04T08:00,73,Moderate,17.2,30.2,1.1,0.3,185.0,78.0,,,,,,
2024-01-04T09:00,73,Moderate,16.5,28.8,1.0,0.3,186.0,81.0,,,,,,
2024-01-04T10:00,72,Moderate,15.9,27.9,0.7,0.3,186.0,85.0,,,,,,
2024-01-04T11:00,71,Moderate,15.3,26.7,0.5,0.3,185.0,88.0,,,,,,
2024-01-04T12:00,70,Moderate,15.4,26.8,0.4,0.3,181.0,88.0,,,,,,
2024-01-04T13:00,69,Moderate,15.6,27.2,0.4,0.3,176.0,87.0,,,,,,
2024-01-04T14:00,68,Moderate,15.2,26.5,0.4,0.3,171.0,86.0,,,,,,
2024-01-04T15:00,67,Moderate,14.8,26.0,0.4,0.3,168.0,85.0,,,,,,
2024-01-04T16:00,67,Moderate,14.6,25.6,0.4,0.2,166.0,84.0,,,,,,
2024-01-04T17:00,66,Moderate,17.3,30.2,0.8,0.3,182.0,90.0,,,,,,
2024-01-04T18:00,66,Moderate,16.8,29.5,0.9,0.3,177.0,89.0,,,,,,
2024-01-04T19:00,65,Moderate,16.2,28.6,0.9,0.3,170.0,87.0,,,,,,
2024-01-04T20:00,65,Moderate,15.4,27.5,1.0,0.3,165.0,85.0,,,,,,
2024-01-04T21:00,64,Moderate,14.8,26.5,1.0,0.3,162.0,82.0,,,,,,
2024-01-04T22:00,64,Moderate,14.5,25.9,1.1,0.3,160.0,77.0,,,,,,
2024-01-04T23:00,64,Moderate,14.3,25.6,1.1,0.3,159.0,74.0,,,,,,
2024-01-05T00:00,64,Moderate,14.1,25.3,1.1,0.3,158.0,72.0,,,,,,
2024-01-05T01:00,63,Moderate,14.1,25.4,1.1,0.3,157.0,70.0,,,,,,
2024-01-05T02:00,63,Moderate,14.1,25.4,1.1,0.3,157.0,69.0,,,,,,
2024-01-05T03:00,63,Moderate,14.3,25.7,1.2,0.4,157.0,68.0,,,,,,
2024-01-05T04:00,63,Moderate,14.3,25.6,1.3,0.5,157.0,67.0,,,,,,
2024-01-05T05:00,62,Moderate,11.1,18.9,1.1,0.3,147.0,65.0,,,,,,
2024-01-05T06:00,62,Moderate,11.4,19.2,1.4,0.4,152.0,64.0,,,,,,
2024-01-05T07:00,61,Moderate,11.5,19.3,1.8,0.6,159.0,63.0,,,,,,
2024-01-05T08:00,61,Moderate,11.7,19.4,2.0,0.7,164.0,64.0,,,,,,
2024-01-05T09:00,60,Moderate,11.5,19.3,1.7,0.6,164.0,69.0,,,,,,
2024-01-05T10:00,60,Moderate,10.7,18.2,1.1,0.4,161.0,75.0,,,,,,
2024-01-05T11:00,60,Moderate,10.1,17.3,0.6,0.3,158.0,80.0,,,,,,
2024-01-05T12:00,59,Moderate,10.2,17.5,0.5,0.3,156.0,82.0,,,,,,
2024-01-05T13:00,59,Moderate,10.2,17.7,0.4,0.4,155.0,82.0,,,,,,
2024-01-05T14:00,58,Moderate,10.4,18.0,0.5,0.5,154.0,83.0,,,,,,
2024-01-05T15:00,58,Moderate,10.6,18.6,0.6,0.5,154.0,85.0,,,,,,
2024-01-05T16:00,58,Moderate,10.5,18.5,0.7,0.5,155.0,87.0,,,,,,
2024-01-05T17:00,57,Moderate,15.1,26.5,1.3,1.1,170.0,91.0,,,,,,
2024-01-05T18:00,57,Moderate,15.3,26.7,1.4,1.1,172.0,90.0,,,,,,
2024-01-05T19:00,57,Moderate,15.4,27.1,1.5,1.2,174.0,88.0,,,,,,
2024-01-05T20:00,57,Moderate,15.1,26.6,1.6,1.1,175.0,85.0,,,,,,
2024-01-05T21:00,57,Moderate,14.8,26.0,1.5,0.9,173.0,80.0,,,,,,
2024-01-05T22:00,57,Moderate,14.7,25.8,1.4,0.5,169.0,75.0,,,,,,
2024-01-05T23:00,57,Moderate,14.8,25.8,1.3,0.3,166.0,70.0,,,,,,
2024-01-06T00:00,57,Moderate,14.3,24.7,1.3,0.2,164.0,67.0,,,,,,
2024-01-06T01:00,57,Moderate,13.5,23.2,1.3,0.2,163.0,65.0,,,,,,
2024-01-06T02:00,57,Moderate,12.7,21.6,1.3,0.2,163.0,63.0,,,,,,
2024-01-06T03:00,57,Moderate,12.4,21.0,1.3,0.2,165.0,62.0,,,,,,
2024-01-06T04:00,57,Moderate,12.3,20.7,1.4,0.3,168.0,61.0,,,,,,
2024-01-06T05:00,57,Moderate,13.6,23.1,1.8,0.7,175.0,59.0,,,,,,
2024-01-06T06:00,57,Moderate,13.7,23.1,2.0,1.0,180.0,59.0,,,,,,
2024-01-06T07:00,57,Moderate,13.9,23.5,2.2,1.3,187.0,58.0,,,,,,
2024-01-06T08:00,57,Moderate,14.2,24.1,2.3,1.6,193.0,60.0,,,,,,
2024-01-06T09:00,57,Moderate,15.0,25.6,2.0,1.7,197.0,65.0,,,,,,
2024-01-06T10:00,58,Moderate,14.8,25.4,1.6,1.7,200.0,72.0,,,,,,
2024-01-06T11:00,58,Moderate,13.0,22.4,1.2,1.6,199.0,78.0,,,,,,
2024-01-06T12:00,58,Moderate,11.1,19.2,0.9,1.3,192.0,80.0,,,,,,
2024-01-06T13:00,58,Moderate,9.1,15.6,0.6,0.8,181.0,81.0,,,,,,
2024-01-06T14:00,58,Moderate,7.4,12.8,0.5,0.5,173.0,81.0,,,,,,
2024-01-06T15:00,58,Moderate,6.4,10.9,0.6,0.3,171.0,81.0,,,,,,
2024-01-06T16:00,58,Moderate,5.6,9.5,0.8,0.3,171.0,82.0,,,,,,
2024-01-06T17:00,57,Moderate,10.4,17.6,1.0,0.6,187.0,81.0,,,,,,
2024-01-06T18:00,57,Moderate,10.4,17.4,1.3,0.8,192.0,82.0,,,,,,
2024-01-06T19:00,56,Moderate,10.8,17.7,1.7,1.1,200.0,83.0,,,,,,
2024-01-06T20:00,56,Moderate,10.9,17.8,2.2,1.8,208.0,83.0,,,,,,
2024-01-06T21:00,56,Moderate,10.3,16.5,2.9,3.3,216.0,81.0,,,,,,
2024-01-06T22:00,55,Moderate,9.6,15.2,3.7,5.3,224.0,77.0,,,,,,
2024-01-06T23:00,55,Moderate,10.1,15.8,4.3,7.0,230.0,73.0,,,,,,
2024-01-07T00:00,55,Moderate,11.1,17.2,4.8,8.2,235.0,68.0,,,,,,
2024-01-07T01:00,54,Moderate,11.2,17.5,5.1,9.1,239.0,62.0,,,,,,
2024-01-07T02:00,54,Moderate,11.3,17.7,5.2,9.5,238.0,58.0,,,,,,
2024-01-07T03:00,54,Moderate,10.6,16.8,4.8,9.2,227.0,56.0,,,,,,
2024-01-07T04:00,54,Moderate,8.4,13.6,4.1,8.5,210.0,56.0,,,,,,
2024-01-07T05:00,54,Moderate,4.7,7.7,3.5,7.7,185.0,55.0,,,,,,
2024-01-07T06:00,53,Moderate,4.2,6.9,3.5,7.4,185.0,55.0,,,,,,
2024-01-07T07:00,52,Moderate,4.2,6.5,3.6,7.1,185.0,57.0,,,,,,
2024-01-07T08:00,51,Moderate,4.7,7.2,3.4,6.7,186.0,60.0,,,,,,
2024-01-07T09:00,51,Moderate,6.0,9.3,2.9,6.4,188.0,68.0,,,,,,
2024-01-07T10:00,50,Good,7.1,11.1,2.3,6.1,191.0,78.0,,,,,,
2024-01-07T11:00,48,Good,7.7,12.3,1.7,5.7,192.0,87.0,,,,,,
2024-01-07T12:00,47,Good,8.1,12.9,1.3,5.1,191.0,94.0,,,,,,
2024-01-07T13:00,46,Good,7.7,12.4,1.0,4.3,188.0,100.0,,,,,,
2024-01-07T14:00,46,Good,7.6,12.3,0.8,3.7,186.0,104.0,,,,,,
2024-01-07T15:00,46,Good,7.6,12.2,0.9,3.2,184.0,104.0,,,,,,
2024-01-07T16:00,46,Good,7.4,12.0,1.2,2.9,183.0,102.0,,,,,,
2024-01-07T17:00,47,Good,10.7,17.1,2.1,2.5,185.0,89.0,,,,,,
2024-01-07T18:00,47,Good,8.3,13.3,2.8,3.2,186.0,83.0,,,,,,
2024-01-07T19:00,46,Good,7.0,11.1,3.8,4.2,186.0,75.0,,,,,,
2024-01-07T20:00,45,Good,6.9,10.9,4.7,5.2,189.0,68.0,,,,,,
2024-01-07T21:00,45,Good,7.1,11.2,5.4,6.2,195.0,63.0,,,,,,
2024-01-07T22:00,44,Good,6.9,10.8,5.9,7.3,202.0,60.0,,,,,,
2024-01-07T23:00,43,Good,7.0,10.9,6.1,7.7,207.0,57.0,,,,,,
2024-01-08T00:00,42,Good,6.8,10.7,5.9,7.2,208.0,54.0,,,,,,
2024-01-08T01:00,41,Good,6.3,10.0,5.4,6.0,207.0,51.0,,,,,,
2024-01-08T02:00,40,Good,5.7,9.2,4.7,4.8,204.0,49.0,,,,,,
2024-01-08T03:00,39,Good,4.5,7.3,3.7,3.5,197.0,48.0,,,,,,
2024-01-08T04:00,38,Good,3.6,6.0,2.5,2.2,188.0,48.0,,,,,,
2024-01-08T05:00,37,Good,3.9,6.2,3.4,3.5,198.0,46.0,,,,,,
2024-01-08T06:00,36,Good,3.4,5.4,2.8,2.8,195.0,47.0,,,,,,
2024-01-08T07:00,36,Good,3.1,4.8,2.0,1.8,190.0,48.0,,,,,,
2024-01-08T08:00,36,Good,2.6,4.0,1.4,1.0,187.0,50.0,,,,,,
2024-01-08T09:00,35,Good,2.6,4.0,1.1,0.6,187.0,55.0,,,,,,
2024-01-08T10:00,35,Good,2.7,4.1,0.8,0.4,189.0,62.0,,,,,,
2024-01-08T11:00,34,Good,2.7,4.2,0.7,0.3,190.0,67.0,,,,,,
2024-01-08T12:00,32,Good,2.6,4.1,0.6,0.2,189.0,69.0,,,,,,
2024-01-08T13:00,31,Good,2.6,4.1,0.5,0.2,186.0,70.0,,,,,,
2024-01-08T14:00,30,Good,2.7,4.3,0.5,0.2,185.0,70.0,,,,,,
2024-01-08T15:00,29,Good,3.0,4.7,0.6,0.2,186.0,71.0,,,,,,
2024-01-08T16:00,30,Good,3.3,5.3,0.7,0.1,187.0,73.0,,,,,,
2024-01-08T17:00,31,Good,3.9,6.4,1.4,0.1,186.0,67.0,,,,,,
2024-01-08T18:00,32,Good,3.3,5.3,1.8,0.3,189.0,67.0,,,,,,
2024-01-08T19:00,32,Good,3.0,4.8,2.4,0.7,193.0,66.0,,,,,,
2024-01-08T20:00,32,Good,2.9,4.6,2.7,0.9,194.0,65.0,,,,,,
2024-01-08T21:00,32,Good,2.6,4.1,2.5,1.0,191.0,64.0,,,,,,
2024-01-08T22:00,31,Good,2.2,3.4,2.1,1.0,185.0,63.0,,,,,,
2024-01-08T23:00,31,Good,1.5,2.5,1.8,1.0,180.0,62.0,,,,,,
2024-01-09T00:00,31,Good,1.3,2.0,1.8,1.1,178.0,61.0,,,,,,
2024-01-09T01:00,30,Good,1.3,2.1,1.8,1.1,177.0,61.0,,,,,,
2024-01-09T02:00,30,Good,1.6,2.6,1.8,1.1,178.0,60.0,,,,,,
2024-01-09T03:00,29,Good,2.1,3.7,1.6,0.9,180.0,59.0,,,,,,
2024-01-09T04:00,29,Good,2.9,5.1,1.2,0.5,184.0,58.0,,,,,,
2024-01-09T05:00,28,Good,3.0,5.2,0.7,0.2,184.0,59.0,,,,,,
2024-01-09T06:00,28,Good,3.2,5.6,0.8,0.2,183.0,59.0,,,,,,
2024-01-09T07:00,28,Good,3.5,6.1,0.9,0.1,183.0,59.0,,,,,,
2024-01-09T08:00,28,Good,4.2,7.3,0.9,0.1,182.0,59.0,,,,,,
2024-01-09T09:00,27,Good,4.8,8.5,0.8,0.1,181.0,60.0,,,,,,
2024-01-09T10:00,27,Good,5.1,8.9,0.6,0.1,181.0,63.0,,,,,,
2024-01-09T11:00,28,Good,4.9,8.6,0.5,0.1,180.0,64.0,,,,,,
2024-01-09T12:00,28,Good,4.8,8.4,0.4,0.1,179.0,64.0,,,,,,
2024-01-09T13:00,28,Good,4.8,8.4,0.3,0.1,178.0,64.0,,,,,,
2024-01-09T14:00,29,Good,5.4,9.4,0.4,0.1,178.0,64.0,,,,,,
2024-01-09T15:00,29,Good,6.5,11.2,0.7,0.1,179.0,66.0,,,,,,
2024-01-09T16:00,29,Good,6.9,11.7,1.0,0.1,181.0,68.0,,,,,,
2024-01-09T17:00,30,Good,9.8,16.4,1.3,0.1,182.0,71.0,,,,,,
2024-01-09T18:00,30,Good,13.5,22.5,1.5,0.2,186.0,73.0,,,,,,
2024-01-09T19:00,31,Good,17.9,29.8,1.8,0.3,191.0,76.0,,,,,,
2024-01-09T20:00,32,Good,21.3,35.5,2.1,0.5,199.0,78.0,,,,,,
2024-01-09T21:00,32,Good,23.2,38.8,2.3,0.8,210.0,79.0,,,,,,
2024-01-09T22:00,36,Good,24.2,40.6,2.5,1.3,223.0,80.0,,,,,,
2024-01-09T23:00,41,Good,24.3,41.1,2.5,1.6,233.0,80.0,,,,,,
2024-01-10T00:00,46,Good,24.0,40.7,2.3,1.8,239.0,80.0,,,,,,
2024-01-10T01:00,51,Moderate,24.8,42.3,2.0,1.9,242.0,81.0,,,,,,
2024-01-10T02:00,52,Moderate,25.2,43.1,1.8,2.1,245.0,81.0,,,,,,
2024-01-10T03:00,54,Moderate,26.1,44.8,1.7,2.4,248.0,81.0,,,,,,
2024-01-10T04:00,56,Moderate,28.0,48.2,1.6,2.8,251.0,82.0,,,,,,
2024-01-10T05:00,58,Moderate,29.5,50.2,3.1,6.6,279.0,71.0,,,,,,
2024-01-10T06:00,60,Moderate,31.1,52.2,3.4,6.9,281.0,71.0,,,,,,
2024-01-10T07:00,62,Moderate,32.0,53.7,3.8,7.2,283.0,72.0,,,,,,
2024-01-10T08:00,65,Moderate,32.4,54.1,3.9,7.1,281.0,74.0,,,,,,
2024-01-10T09:00,67,Moderate,32.2,54.1,3.6,6.2,274.0,79.0,,,,,,
2024-01-10T10:00,69,Moderate,28.9,48.5,3.0,5.0,263.0,85.0,,,,,,
2024-01-10T11:00,71,Moderate,25.1,42.6,2.4,3.7,251.0,90.0,,,,,,
2024-01-10T12:00,72,Moderate,21.3,36.4,1.8,2.5,236.0,94.0,,,,,,
2024-01-10T13:00,74,Moderate,18.4,31.9,1.3,1.4,219.0,96.0,,,,,,
2024-01-10T14:00,75,Moderate,16.5,28.8,0.9,0.5,205.0,97.0,,,,,,
2024-01-10T15:00,76,Moderate,15.0,26.3,0.9,0.1,195.0,94.0,,,,,,
2024-01-10T16:00,76,Moderate,14.3,25.2,1.0,0.1,188.0,89.0,,,,,,
2024-01-10T17:00,77,Moderate,13.6,23.7,1.7,0.2,194.0,84.0,,,,,,
2024-01-10T18:00,77,Moderate,13.2,23.0,1.6,0.2,188.0,81.0,,,,,,
2024-01-10T19:00,77,Moderate,12.5,21.7,1.5,0.1,181.0,76.0,,,,,,
2024-01-10T20:00,77,Moderate,12.1,21.0,1.6,0.3,179.0,73.0,,,,,,
2024-01-10T21:00,76,Moderate,12.9,22.2,2.2,0.7,187.0,71.0,,,,,,
2024-01-10T22:00,75,Moderate,14.7,25.4,3.0,1.4,200.0,70.0,,,,,,
2024-01-10T23:00,75,Moderate,16.5,28.6,3.5,2.1,212.0,70.0,,,,,,
2024-01-11T00:00,74,Moderate,18.3,31.8,3.5,3.0,221.0,70.0,,,,,,
2024-01-11T01:00,73,Moderate,20.1,34.9,3.3,4.0,228.0,71.0,,,,,,
2024-01-11T02:00,73,Moderate,22.0,38.2,3.0,4.6,235.0,72.0,,,,,,
2024-01-11T03:00,73,Moderate,23.1,39.8,2.6,4.4,240.0,74.0,,,,,,
2024-01-11T04:00,73,Moderate,24.9,42.6,2.1,3.7,245.0,77.0,,,,,,
2024-01-11T05:00,72,Moderate,23.9,41.1,1.5,2.1,231.0,76.0,,,,,,
2024-01-11T06:00,72,Moderate,25.4,43.7,1.8,2.3,242.0,76.0,,,,,,
2024-01-11T07:00,71,Moderate,26.4,45.4,2.1,2.5,257.0,76.0,,,,,,
2024-01-11T08:00,71,Moderate,27.0,45.9,2.2,2.5,267.0,78.0,,,,,,
2024-01-11T09:00,71,Moderate,26.4,44.6,1.8,2.1,267.0,84.0,,,,,,
2024-01-11T10:00,70,Moderate,24.3,40.7,1.2,1.5,262.0,92.0,,,,,,
2024-01-11T11:00,70,Moderate,22.2,37.3,0.7,1.0,256.0,99.0,,,,,,
2024-01-11T12:00,70,Moderate,20.1,33.8,0.5,0.8,249.0,102.0,,,,,,
2024-01-11T13:00,69,Moderate,18.2,30.9,0.5,0.7,241.0,103.0,,,,,,
2024-01-11T14:00,69,Moderate,17.1,29.3,0.5,0.7,234.0,104.0,,,,,,
2024-01-11T15:00,70,Moderate,16.6,28.7,0.6,0.7,230.0,105.0,,,,,,
2024-01-11T16:00,70,Moderate,16.7,28.8,0.8,0.6,227.0,105.0,,,,,,
2024-01-11T17:00,70,Moderate,22.2,38.1,1.1,0.8,230.0,108.0,,,,,,
2024-01-11T18:00,71,Moderate,22.1,37.8,1.2,0.7,229.0,104.0,,,,,,
2024-01-11T19:00,71,Moderate,22.2,37.8,1.2,0.6,227.0,99.0,,,,,,
2024-01-11T20:00,72,Moderate,22.5,38.1,1.3,0.6,225.0,94.0,,,,,,
2024-01-11T21:00,73,Moderate,23.0,38.6,1.4,0.6,224.0,90.0,,,,,,
2024-01-11T22:00,74,Moderate,23.5,39.3,1.4,0.8,223.0,86.0,,,,,,
2024-01-11T23:00,74,Moderate,23.9,39.9,1.5,1.0,223.0,83.0,,,,,,
2024-01-12T00:00,75,Moderate,24.2,40.7,1.6,1.4,225.0,82.0,,,,,,
2024-01-12T01:00,75,Moderate,24.9,42.3,1.7,1.9,228.0,81.0,,,,,,
2024-01-12T02:00,76,Moderate,25.8,44.0,1.8,2.5,232.0,81.0,,,,,,
2024-01-12T03:00,76,Moderate,25.8,44.4,1.9,3.2,237.0,80.0,,,,,,
2024-01-12T04:00,76,Moderate,26.0,45.2,2.0,3.9,242.0,78.0,,,,,,
2024-01-12T05:00,76,Moderate,25.3,43.8,1.9,3.4,230.0,79.0,,,,,,
2024-01-12T06:00,76,Moderate,26.0,45.1,1.9,3.3,231.0,80.0,,,,,,
2024-01-12T07:00,76,Moderate,26.4,45.6,1.9,3.1,233.0,81.0,,,,,,
2024-01-12T08:00,76,Moderate,26.6,45.6,1.8,2.8,232.0,84.0,,,,,,
2024-01-12T09:00,76,Moderate,26.0,44.5,1.4,2.2,226.0,88.0,,,,,,
2024-01-12T10:00,76,Moderate,25.8,44.2,1.0,1.5,218.0,94.0,,,,,,
2024-01-12T11:00,77,Moderate,24.6,42.0,0.6,0.9,211.0,98.0,,,,,,
2024-01-12T12:00,77,Moderate,24.1,41.3,0.4,0.6,207.0,100.0,,,,,,
2024-01-12T13:00,77,Moderate,23.0,39.5,0.4,0.4,205.0,101.0,,,,,,
2024-01-12T14:00,77,Moderate,21.9,37.8,0.4,0.3,203.0,100.0,,,,,,
2024-01-12T15:00,78,Moderate,20.9,36.0,0.5,0.2,201.0,98.0,,,,,,
2024-01-12T16:00,78,Moderate,20.4,35.0,0.6,0.1,199.0,95.0,,,,,,
2024-01-12T17:00,78,Moderate,20.3,34.8,0.8,0.2,206.0,95.0,,,,,,
2024-01-12T18:00,78,Moderate,20.1,34.2,0.9,0.2,206.0,92.0,,,,,,
2024-01-12T19:00,78,Moderate,20.8,35.3,1.1,0.2,206.0,88.0,,,,,,
2024-01-12T20:00,78,Moderate,22.2,37.5,1.3,0.2,206.0,85.0,,,,,,
2024-01-12T21:00,78,Moderate,23.9,40.5,1.4,0.2,207.0,83.0,,,,,,
2024-01-12T22:00,78,Moderate,25.6,43.4,1.5,0.2,209.0,81.0,,,,,,
2024-01-12T23:00,78,Moderate,26.8,45.5,1.6,0.4,212.0,80.0,,,,,,
2024-01-13T00:00,78,Moderate,27.7,47.3,1.8,0.9,216.0,79.0,,,,,,
2024-01-13T01:00,79,Moderate,28.5,48.9,1.9,1.6,222.0,79.0,,,,,,
2024-01-13T02:00,79,Moderate,29.5,51.1,2.1,2.4,229.0,79.0,,,,,,
